序号,上级评论ID,评论ID,评论属性,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
27,0,247279924128,一级评论,3546642923915531,Kimorip,2,保密,阿杜又躺枪了[笑哭],2024-11-16 11:31:30,0,1,,重庆,否,https://i2.hdslb.com/bfs/face/c8d6e0ad9f34fbccbba55380822984c087123c23.jpg
28,0,247261541840,一级评论,436703027,香丽的大白鹅,5,女,麻蛋，我何其有幸与这段历史同时代,2024-11-16 07:52:28,0,0,"影视策划，业余带娃。

别问我为什么不给孩子好好拍片。
因为我业余啊，哈哈哈哈。",辽宁,否,https://i2.hdslb.com/bfs/face/b02483eff1a156581d097ffc223f9916c138d2b7.jpg
29,0,246853764001,一级评论,158239879,鱼请直接做刺身,6,男,贸易战打脸上就笑不出来了,2024-11-15 08:19:12,0,0,愿指引明路的苍蓝星永远为你闪耀！,广东,否,https://i1.hdslb.com/bfs/face/7e72c58637ff26df68fb30939de078d2bbbfcdbe.jpg
30,0,246849938065,一级评论,1125165366,平凡的世界36500,4,保密,股票涨起来你知道买了，犯罪判刑了你知道悔改了？！,2024-11-15 07:19:38,0,0,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
31,0,247147645392,一级评论,2295049,只是个路过的DD,6,男,懂王只要不死就行了，而民主党接下来要做的事情就很多了[doge],2024-11-15 01:36:59,0,0,,广东,是,http://i1.hdslb.com/bfs/face/5fa9bcec6c27c22647ff179e5c66b878e1bbb49d.jpg
32,0,247141775184,一级评论,357208439,广东老黄牛,2,保密,这不就是明朝的张居正吗？他又为明朝续命几十年,2024-11-14 23:27:25,0,1,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
33,0,246782094593,一级评论,3546756377741484,最好拴好你家疯狗,3,女,懂王:黑子说话！[生气],2024-11-14 10:34:06,0,0,,海南,否,https://i0.hdslb.com/bfs/face/af79f21d6c0f529881cc18279683b090f9ec4a5c.jpg
34,0,246768175553,一级评论,3546616139090171,要嚼槟榔先点烟,4,保密,@维尔梅的修勾,2024-11-14 07:09:10,0,0,,江西,否,https://i2.hdslb.com/bfs/face/2cf920a9014cecb75c334825d7e81c873037feb3.jpg
35,0,247082225904,一级评论,179112362,孤独的虹王子,5,保密,副goat是谁,2024-11-14 06:01:50,0,0,,上海,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
36,0,246721364449,一级评论,31811660,看把你聪明的,5,女,想想民主党挺有意思，上回大惨败是因为黑奴，这回是因为奥黑，民主党和黑色八字不合,2024-11-13 14:30:59,0,1,,甘肃,是,https://i2.hdslb.com/bfs/face/9a21e6537659e19436f28503c3b86fe7643139e0.jpg
37,0,247029077600,一级评论,244239835,kkooxkxkx,5,保密,但以我对懂王的了解 他不会选则复仇 他应该会把精力放在更重要的事情上,2024-11-13 12:50:45,0,0,,新加坡,否,http://i1.hdslb.com/bfs/face/d6e25909982faa13f99e13b431ec6c31f8f696c8.jpg
38,0,247028870208,一级评论,298331504,LeonLeong2019,6,保密,一根筋为什么要两头堵啊？刚来没经验,2024-11-13 12:49:11,0,0,,福建,是,https://i2.hdslb.com/bfs/face/1151fa7251c378b9d36f491ad2062d4b78404192.jpg
39,0,246704862241,一级评论,3494371099937082,一只无所事事的龟,4,男,"亲爱的特朗普

见字如面，展信舒颜。当你打开这封信时，我正坐在前往斯克兰顿的飞机上，那里是我的家乡，我伟大的父亲养育了四个孩子的美丽地方。而你，想必已经宣誓为美利坚合众国第47任总统了，对此我要向你表示祝贺。

四年前，我曾亲眼目睹你从白宫离开，那时我便知道你会回来，我比谁都清楚，蝇营狗苟斗不过美利坚的雄鹰。

我也曾是这样的雄鹰，像你一样无所畏惧、所向披靡。也许你说的对，我已经老了，不仅是身体，还有我的灵魂。这些日子我常常会想起年轻时候的事情，那时的我们，为了人民的利益而发声，为了国家而战斗，我们发动一场又一场的战争，为此很多人指责我、辱骂我，但你我都明白这一切都是为了美国，为了我们的人民。是什么时候开始改变的呢，什么时候开始我成为了一个唯命是从的提线木偶，什么时候开始我成为了一个对人民挥刀的刽子手，大概是知道儿子犯错我却视而不见的那个夜晚，请你原谅我，家人是我的一切。如果可以，请你帮帮他，帮帮我这个不成器的儿子，这是来自一个父亲最卑微的请求。

我老啦，美国就交给你了，可乐的按钮我一直给你留着，就在笔筒的下面，等你退休了我们或许可以一起打打高尔夫球，我会让你三杆。请你记住，斯克兰顿的拜登永远欢迎你。

上帝保佑你，上帝保佑美国
你最真挚的对手 
瞌睡乔",2024-11-13 11:12:58,0,3,QQ联系方式（备注来意）3694988007,四川,否,https://i0.hdslb.com/bfs/face/ac62c4e096bb51fca11a1902224e00adddb0d19d.jpg
40,0,246695697105,一级评论,20793671,牵你走单骑2016,6,保密,麻薯什么时候出个视频，讲讲老登头这个老登，怎么装了四年老年痴呆,2024-11-13 09:16:05,0,0,,浙江,否,https://i2.hdslb.com/bfs/face/c6b79cbcc9a1e4fcd363dc88a3c828174600bd2c.jpg
41,0,246694187025,一级评论,678369791,账号已注销,0,保密,[doge],2024-11-13 08:55:05,0,0,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
42,0,246687989921,一级评论,20793671,牵你走单骑2016,6,保密,马斯克保着懂王再登大宝，那肯定得加官进爵，所以得改名叫,2024-11-13 07:13:05,0,0,,浙江,否,https://i2.hdslb.com/bfs/face/c6b79cbcc9a1e4fcd363dc88a3c828174600bd2c.jpg
43,0,246996877024,一级评论,1820226,农业_很行,6,保密,结果就是大多数丑闻不会公开留做四年后的共和党政治筹码。,2024-11-13 05:34:25,0,0,我所认知的原只有邱小姐,广西,否,https://i0.hdslb.com/bfs/face/ee26a57e8a7ad09e953b5e50882c8dc6fd1e6fe7.jpg
44,0,246990329648,一级评论,26883429,太阳终会熄灭,6,保密,真正的阿妹你看，上帝压狗！将如闪电般归来！[doge_金箍][doge_金箍],2024-11-13 04:10:47,0,0,,新疆,否,https://i0.hdslb.com/bfs/face/4d2148a1318108f057441cac91fea01143c37203.jpg
45,0,246663121425,一级评论,479882156,Dioklick,5,保密,原来懂王不要民主,2024-11-13 00:21:54,0,0,,福建,否,https://i2.hdslb.com/bfs/face/02908009267c8193fdc1b18be4b90951973abfcc.jpg
46,0,246658959265,一级评论,2088840498,侬乐融,5,男,大戏上演,2024-11-12 21:05:56,0,0,记录和观察生活细节,黑龙江,否,https://i0.hdslb.com/bfs/face/b8a88f2397c82f0310dcbd176b442da8da3745f2.jpg
47,0,246957712176,一级评论,471346024,clear0608,5,保密,这不是闹剧，说闹剧的人思想还在清朝,2024-11-12 15:02:59,1,0,∷ 心如莲华 ∷ 蓝粉白粉蓝∷,福建,否,https://i1.hdslb.com/bfs/face/dec5076e2769dbc3577435235966c50e18980066.jpg
48,246957712176,246692545953,二级评论,9953788,账号已注销,0,保密,刚从清朝回来呐您？,2024-11-13 08:31:44,0,0,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
49,0,246949534976,一级评论,21229227,搜集詹密的逆天发言,5,男,新粉，红脖子，塑料袋都是什么意思,2024-11-12 13:30:25,0,0,我不是科密，科密焦不焦和我也没关系，太监滚！,宁夏,否,https://i0.hdslb.com/bfs/face/dfe79b39c3166930c94244f178cb0889b67cdbc0.jpg
50,0,246596574369,一级评论,109302471,汉昭烈弟,6,男,为啥选举是闹剧?,2024-11-12 03:40:17,2,0,紫川秀，和斯特林是我最好的兄弟（虽然我害死了他）,安徽,是,https://i0.hdslb.com/bfs/face/c5af374aa82f5b5a8b35c611eb21ed25e577a0b8.jpg
51,246596574369,246692686001,二级评论,9953788,账号已注销,0,保密,因为民主党稳赢的局面被共和党掀桌子了，你说闹不闹,2024-11-13 08:31:19,0,0,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
52,246692686001,246693824657,二级评论,109302471,汉昭烈弟,6,男,回复 @一时语塞中 :不觉得是闹剧,2024-11-13 08:49:51,0,0,紫川秀，和斯特林是我最好的兄弟（虽然我害死了他）,安徽,是,https://i0.hdslb.com/bfs/face/c5af374aa82f5b5a8b35c611eb21ed25e577a0b8.jpg
53,0,246902054640,一级评论,13460522,老玉米律师,6,男,我说我不选，你偏要我选，我选。。看看我选的什么？      ？？哈哈哈哈？,2024-11-12 02:16:10,0,0,加V lym287470175 入群，备注：阅读/法律/心理。,江西,是,https://i2.hdslb.com/bfs/face/8106f8374df197ac2ba956ae06cee3ceda01255c.jpg
54,0,246578197505,一级评论,192316773,九妖啸,5,保密,美国有希哈！,2024-11-11 17:33:22,0,1,,广东,是,http://i0.hdslb.com/bfs/face/49ef64a7fa6bd7392915ac9e10a09f02ff23a204.jpg
55,0,246885557120,一级评论,650511104,万里银龙骨,5,男,[吃瓜],2024-11-11 16:40:54,0,0,,广西,否,https://i2.hdslb.com/bfs/face/62837e3c36c22b733ef4803f2a79c8025ba2ac56.jpg
56,0,246561645489,一级评论,7487472,一点点de怀念,6,保密,不行我要推给朋友们看！又有深度又好玩！太幽默了up！,2024-11-11 13:35:56,0,0,,山东,是,https://i0.hdslb.com/bfs/face/44a7ba7d1a28e365d8faa06a2ed751070c95a0b9.jpg
57,0,246865982672,一级评论,305382734,无所不在八云紫,5,保密,嘿嘿有些事情啊不上称没有四两重，上了称那可是千斤都斗不住哦。,2024-11-11 12:35:02,0,0,,四川,否,https://i2.hdslb.com/bfs/face/ee30d8bf39e5277a79b8dc7c152393df4573c336.jpg
58,0,246858659600,一级评论,476477347,不知道是什么人啊,4,保密,千万不要坐敞篷车呀，经典了。还有去看戏的时候记得安装防弹玻璃。[滑稽],2024-11-11 11:03:20,0,1,星辰大海无处觅，但把净土心中存。,重庆,否,https://i1.hdslb.com/bfs/face/5eed911aeb30a4f9c38bba9c6652fca59ead8016.jpg
59,0,246545014673,一级评论,631685953,环境保护与隔断,5,男,啊美利卡你的懂皇回来了！,2024-11-11 10:03:28,0,0,,浙江,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
60,0,246849964496,一级评论,2408431,依姆兰扎卡耶夫,6,保密,叛徒彭培奥肯定会清算 那么女儿伊万卡怎么办,2024-11-11 09:17:49,0,0,,韩国,是,https://i1.hdslb.com/bfs/face/a71def29f1a064b371a69ac75cf28fca0d86ee8a.jpg
61,0,246841622912,一级评论,1871524202,蜜汁会员,4,保密,刺杀川普的第一嫌疑犯我怀疑是希拉里这个老妖婆。甩锅甩给伊朗我是不信的，伊朗连正大光明反击都不敢怎么可能敢派人去暗杀川普,2024-11-11 06:56:50,0,0,,美国,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
62,0,246532479073,一级评论,3164076,肉丝玫瑰猫,6,保密,我懂了，懂王为了四年以后洛杉矶奥运会故国不被lgbt队伍欺凌，拼尽全力的竞选上了这一届总统，为故国保驾护航，他真的，我哭死。,2024-11-11 06:33:27,0,0,,湖南,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
63,0,246529834897,一级评论,1234274974,又一个风清云淡,4,保密,博主的网名不太好记，如果顺口好记可能更容易让粉丝们看到，,2024-11-11 05:44:21,0,0,,广西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
64,0,246524017793,一级评论,24219792,不会是吧,6,保密,有弹幕说不敢查，一个总统都敢刺杀，你还怕它乱，孝麻了都,2024-11-11 04:19:38,0,0,“灭人之国，必先去其史；隳人之枋，败人之纲纪，必先去其史；绝人之材，湮塞人之教，必先去其史；夷人之祖宗，必先去其史”——清朝学者龚自珍,广东,否,https://i0.hdslb.com/bfs/face/70e63362d963951428e33cc908424a4bb1b6e0a8.jpg
65,0,246830771184,一级评论,375279413,hier摸你穷,6,保密,川统领，马保国，万太爷，图格格，大美王朝历史性的续命20年[doge],2024-11-11 04:11:35,0,4,,山东,是,https://i2.hdslb.com/bfs/face/dd6c3b81139eddab33ccd7d3798d989941b677e9.jpg
66,0,246523082289,一级评论,25256357,aw丸子,6,保密,小心新型病毒啥的又冒出来吧，[呆],2024-11-11 04:08:37,0,1,是的,北京,否,https://i2.hdslb.com/bfs/face/65064780ee93ed3e1ca3910dd43e512769c4affb.jpg
67,0,246828061744,一级评论,1052697922,big_lin,4,男,"今年是新中国成立的75周年！弘扬爱国精神，欢迎广大青年参与活动即可获取证书
答案：ABABAAAA",2024-11-11 03:34:27,0,1,,广东,否,https://i1.hdslb.com/bfs/face/4a72a59dea6dd19a2791c1aa70d33af8d7382ef4.jpg
68,0,246827807824,一级评论,73568411,天の河宙,6,保密,清算肯定是要清算，但是不会脏了自己手，会有人替他动手的，而且也不会全都清算了，因为太多了，4年清不完，不然光清算了啥事别干了，但是跳的欢的肯定要被清算，比尔盖茨据说已经逃出国了，具体不知道藏哪了，有说是藏俄罗斯了，也有说藏咱国家了，毕竟藏其他国家说给他弄回去就能弄回去。,2024-11-11 03:26:40,0,0,,天津,否,https://i2.hdslb.com/bfs/face/83ddedb609ec49d51414d59fa2ec6819fed5360f.jpg
69,0,246826102400,一级评论,36643640,峰咯亡命天涯,6,保密,昭赐马斯克封美利坚合众国一字并肩王，授一等火箭公，督内外特斯拉，出入两院，持枪上殿，入白宫不趋，赞拜不名，临朝称制，夜宿海湖，伊万卡闺房行走，代监国，为摄政，总百揆，假黄钺，加九锡，冕十有二旒，开府仪同三司，金根车，驾六马，备五时副车，旄头云罕，舞八佾，设宫县，位极人臣功高今古。,2024-11-11 02:58:38,0,0,,广东,是,https://i2.hdslb.com/bfs/face/f3161712e9b31b90f7e2ea43e72741253635801c.jpg
70,0,246826090192,一级评论,36643640,峰咯亡命天涯,6,保密,说实话，川普同时还赢得了普选票，如果民主就是少数服从多数，一时之间不知道谁才是真“民主”,2024-11-11 02:58:07,0,0,,广东,是,https://i2.hdslb.com/bfs/face/f3161712e9b31b90f7e2ea43e72741253635801c.jpg
71,0,246514621537,一级评论,24209550,林小一一的可可爱爱,6,保密,现在压力最大的应该是判处特朗普35項重罪成立的法官了吧[tv_笑哭][tv_笑哭],2024-11-11 01:36:59,0,0,一只可可爱爱的兔子宝宝,江苏,是,https://i0.hdslb.com/bfs/face/9f6502fb3ca343f47039d0e4b3ef2205ae5afd32.jpg
72,0,246818281760,一级评论,1983221246,有点文化的我,5,保密,我挺喜欢和佩服特朗普的，人家有理想有政治抱负。,2024-11-11 00:20:57,0,0,,甘肃,否,https://i2.hdslb.com/bfs/face/c3d13e59f15d6c412dc81cb8c1648189713a4c25.jpg
73,0,246816492544,一级评论,486661741,梦想编织未来,5,保密,哈哈姐输了,2024-11-10 23:24:24,0,0,,河北,否,https://i1.hdslb.com/bfs/face/8b0ea639de0766f1a86f0f44f1c296d645d9f7e0.jpg
74,0,246509227745,一级评论,388428296,从前有个小伙叫小帅,5,保密,想知道up是NBA哪位球星球迷,2024-11-10 22:59:41,1,0,,广东,否,https://i2.hdslb.com/bfs/face/c87585d718b8ed2ea227e7b28959cfcd923f0fe3.png
75,246509227745,248319196544,二级评论,65341746,丶Rukia,6,保密,首先排除詹姆斯[doge][滑稽],2024-11-28 15:49:39,0,0,"深山的鹿，不知归处
万般皆苦，无人远渡",上海,否,https://i0.hdslb.com/bfs/face/962659e7bdac75d26624932255db0fd1d4ad7555.jpg
76,0,246811803168,一级评论,83392819,罗斯雷朵,6,保密,能打掉彩虹人就行，看着恶心,2024-11-10 18:24:31,2,1,海漂社畜,北京,是,https://i1.hdslb.com/bfs/face/3c3e00d5e9fb815b63152d2ef0819d0883423df4.jpg
77,246811803168,246812404480,二级评论,1078744024,比克牌电饭锅,2,保密,结果小黄人先被卡脖子,2024-11-10 18:47:15,0,0,I'm watching you.,广东,否,https://i1.hdslb.com/bfs/face/36d4f2db999d8ca58c1896389a3fb9e2833473c2.jpg
78,246811803168,246508238849,二级评论,44431296,自己的_路,6,男,好像之前眯兔也是蓝搞起来的,2024-11-10 22:08:12,0,0,君子有所为有所不为，知其可为而为之，知其不可为而不为，是谓君子之为与不为之道也。,陕西,是,https://i0.hdslb.com/bfs/face/6c1c006142ee6d10d86cd6331abfafacaef90189.jpg
79,0,246810236640,一级评论,460841,DanteSyh,6,男,川普就算不是总统也是个事业有成家族兴盛的富豪 而我只是个臭吊丝 怎么回到她心里？[墨镜],2024-11-10 17:42:22,0,0,申鹤妹妹就是萌,河南,是,https://i2.hdslb.com/bfs/face/6ce1aeb7aaf8da3feaed3bb27e500a6659a96dd3.jpg
80,0,246501243281,一级评论,1623440966,李悠之,4,男,所以得出结论，懂王搞性别歧视，两次连胜女性,2024-11-10 16:47:19,0,1,服从，服从,广东,否,https://i2.hdslb.com/bfs/face/7eb25d68ca7bca1b96f596a561d0aedabb2eca8c.jpg
81,0,246803157216,一级评论,65130801,小学生周舟,6,男,拜登被奥巴马背刺三次 终于扳回一城 坐看民主党摔跤 拜登的爽感不比特朗普少,2024-11-10 15:43:31,0,0,深邃黑暗幻想,湖南,否,https://i0.hdslb.com/bfs/face/aef1fa73daba7cba27bfa6885858e8bd6b3245ed.jpg
82,0,246493451361,一级评论,226600286,后仰美如碳,6,保密,科比焦了,2024-11-10 14:59:45,0,0,,上海,是,https://i2.hdslb.com/bfs/face/87f9bb019909b4b217850e0339ed05df76e4b473.jpg
83,0,246797589408,一级评论,7459041,PP榴莲君,6,保密,我最近保存了这张图哈哈哈,2024-11-10 14:39:09,0,0,标准社畜,浙江,是,https://i0.hdslb.com/bfs/face/1c04b551d50e4e586b8618d04a01aab13c1c068d.jpg
84,0,246491342497,一级评论,102648690,初十八里,6,保密,西方终于快到封建社会了，可喜可贺。,2024-11-10 14:35:40,0,3,,陕西,是,https://i0.hdslb.com/bfs/face/f585f52c38d01fef849d04bf3e781e43bd3e15a8.jpg
85,0,246486962833,一级评论,37047962,五味杂陈的我,6,男,真“生儿育女”  哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈  笑死我了😁😁😁😁😁,2024-11-10 13:42:06,0,1,天行健君子以自强不息,广东,是,https://i2.hdslb.com/bfs/face/d2688c834f8ac541cd14a14523a1cdc84188b7e5.jpg
86,0,246486383025,一级评论,3493275291880099,Ssdszxxw,4,保密,Ai声音？,2024-11-10 13:35:32,0,0,学生时期我也爱国,湖南,否,https://i1.hdslb.com/bfs/face/8939cb6536f5f7b235cd3d880c41d9f424c1cc53.jpg
87,0,246485423537,一级评论,77555489,大白卍菜,6,男,哈姐都学会玩手风琴了，还是打不过特朗普[doge_金箍],2024-11-10 13:23:05,0,1,大家好，我是白菜，我们要统一一个思想，一个中国的思想，我们要有一个理念，任何邪恶势力都不能征服我对一个中国原则坚持的理念！！,宁夏,否,https://i2.hdslb.com/bfs/face/b1ce596c16846c433ce2a39fee019db2eb0bb276.jpg
88,0,246778878768,一级评论,2108606611,liaojiaohong,5,男,you are fired 鲍威尔,2024-11-10 10:52:06,0,2,小牛才露尖尖角 000800一汽解放三六零300142沃森生物 002332仙琚制药 ,江西,否,https://i1.hdslb.com/bfs/face/bfa5601d4a5f6d47a805ce5732a1372f1c31e132.jpg
