上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
0,261027180928,24655338,鹤野星辰,6,男,我觉得你们都想多了，懂王才是最清醒的，他只是单纯在搞钱，他已经认清美国的衰落不可避免，所以干脆借助总统的权力操纵市场，给自己的家族狠狠捞钱，你们笑懂王太疯癫，懂王笑你们看不穿[doge],2025-04-22 12:38:22,0,2,愿闲云野鹤，枕石漱流，俯瞰人生百态，仰望日月星辰。,北京,是,http://i0.hdslb.com/bfs/face/46a12af86a075f3d74b4cb9d89e098ccc7099c7d.jpg
0,261002397664,475358218,亲昵潇潇,5,男,我们关税该怎么样怎么样，不能降到零，万一特朗普目的就是让我们把关税降到零呢，不就着道了,2025-04-22 06:36:54,0,0,,云南,否,https://i1.hdslb.com/bfs/face/5546c1c824e0b8198eb234d36e05e4bc3292085d.jpg
0,260091112145,3546670040091076,Julian1213,3,保密,它说视频里这个发动战争的勇敢，战争是为了不带来更大的战争,2025-04-22 04:37:23,0,0,怎么突然高人一等了,湖北,是,https://i1.hdslb.com/bfs/face/8df2a24aa761f6e5eb0a0f3b24eb5ef14e4e42e4.jpg
0,260988330688,108188719,Chenyeasd,6,保密,支持,2025-04-22 02:39:49,0,0,,江苏,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
0,260083291921,400766463,呋塞米不是米,6,女,我想问一个可能听起来比较蠢的问题，美国可以肆无忌惮的印货币，让全世界给他交铸币税，那特朗普为什么不直接印美元来还债呢？,2025-04-22 02:21:05,共 5 条回复,0,,山东,是,https://i0.hdslb.com/bfs/face/d3e1823b3a40055779eb777123bc79f6a738c4a4.jpg
260083291921,260088773857,493548292,赛文12138,6,保密,那美元信誉就破产了,2025-04-22 04:03:05,0,1,,广东,否,https://i1.hdslb.com/bfs/face/2eefc13bc3654da96fcac4cd10ef8614cfd811c5.jpg
260083291921,261017561072,1597795831,东木-先生,5,保密,你以为以前老美没干过吗？拜登政府把通胀干到5%以上，就是大放水的后果[吃瓜],2025-04-22 10:38:49,0,0,,山东,是,https://i1.hdslb.com/bfs/face/eab4c718df6403eca92503a546b60f5db1598451.jpg
260083291921,261025263216,931224,桔色的懒猫,6,男,代价是什么呢？[吃瓜][吃瓜][吃瓜],2025-04-22 12:14:16,0,0,,山东,否,https://i0.hdslb.com/bfs/face/d47d1ff39ae8131a503b6aa949f478e73d098efd.jpg
260083291921,261095552400,361725048,以妄明月,6,保密,那他国内的通货膨胀得干到什么地步？特朗普的基本盘愿意吗？,2025-04-23 10:41:42,0,0,,广东,是,https://i0.hdslb.com/bfs/face/5176c921b66ac674a7280c9e71bef09220b9fb57.jpg
260083291921,260375581201,284026763,米娅的长尾巴,6,保密,印钱是需要过程的，毕竟老美不可能印出钱来直接打到各国银行的账户上，是要发给自己人消费转嫁全世界的。,2025-04-25 23:29:52,0,0,,内蒙古,是,http://i2.hdslb.com/bfs/face/0a83c43b3e76db2585a24437343825e18d5a73a5.jpg
0,260986231920,23732908,亿碗怎么吃得饱,6,男,有奸佞之辈啊，懂王这么贤明，怎么会下达这种昏庸的政令呢，各州应当团结起来，集结兵力清君侧，铲除白宫的奸臣，还天下一个朗朗乾坤[doge_金箍],2025-04-22 02:02:39,0,0,,湖北,否,https://i1.hdslb.com/bfs/face/cd9e2053d1b29ff38be4d1e7004ad30703ef25ec.jpg
0,260080160977,16256865,_-党同伐异-_,6,男,不要试图分析懂王，看乐儿就行了。,2025-04-22 01:18:50,0,2,金樽共汝饮白刃不相饶/没有你，对我很重要,天津,是,https://i0.hdslb.com/bfs/face/aec3523138c375a6c8a50a22f22fa73349faa7e1.jpg
0,260078024081,20443871,MirageAura,6,保密,看咱们出的那个白皮书，肯定不是加关税后那几天写的，决策层绝对是有预案的[嗑瓜子][嗑瓜子][嗑瓜子],2025-04-22 00:26:22,0,1,,浙江,是,https://i2.hdslb.com/bfs/face/510e68c686023d9c2826d874e42ff01f30e3aa2b.jpg
0,260972229856,627243320,柏拉图的天使2,4,保密,枪打出头鸟。哈哈哈,2025-04-21 17:07:14,0,0,,天津,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
0,260043384961,3493115772012768,烤鱼小王子358,3,保密,是不是少了一期说海湖庄园脸的？,2025-04-21 11:51:35,共 1 条回复,0,,山东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
260043384961,260957723952,175409148,面具人良冰,6,男,那是另一个号，@王骁Albert,2025-04-21 13:58:32,0,1,仰天大笑出门去，我辈岂是蓬蒿人,江苏,是,https://i0.hdslb.com/bfs/face/7fd9d985bcf267606bc035e05000e6b369cb478f.jpg
0,260040130225,483216266,我是昆仑小神仙,5,保密,稍等  正在恶补小学课程,2025-04-21 11:11:30,0,0,,四川,是,https://i2.hdslb.com/bfs/face/0654e67867f2dd6529d81424e50e2442bfe71bb8.jpg
0,260933306304,66708240,麋失鹿,6,保密,好久没更新了，什么时候回来更新啊？,2025-04-21 09:14:44,0,0,"片姐别来了，我怕。
不看评论不看私信，没有回复是正常的。
粉丝过500我去cos彦卿。我永远喜欢我的巴巴托斯大人！",福建,否,https://i0.hdslb.com/bfs/face/1bdbc60722564f0002370c301a087b29bd27024b.jpg
0,260923303056,424239828,伊瓦什-阿米努阿斯,5,保密,怎么还不更新，可别休息坏了，一定不要注意身体,2025-04-21 06:28:52,共 2 条回复,31,,河南,否,https://i0.hdslb.com/bfs/face/7e4270ed31c9014956b8e118c006d77a150799c0.jpg
260923303056,260025071105,3493138645650260,JJBOMN,5,保密,[笑哭][笑哭][笑哭],2025-04-21 07:27:36,0,0,游戏里的你再强大，也是假的。【致敬吃喝不愁Live】,安徽,否,https://i2.hdslb.com/bfs/face/a479405563722af864268a1d181faab966701701.jpg
260923303056,260176489121,21710977,你算哪颗士多啤梨,5,女,[喜极而泣],2025-04-23 07:57:31,0,0,人都有各自的月亮,广东,是,https://i1.hdslb.com/bfs/face/e5e5cc2a2d9009a041986af134032257e555e3ff.jpg
0,260015818849,17493085,Unsere-Camerad,6,男,中国相较于其他国家最大的优点就在于，中国的历史太长了。整整五千年历史，老祖宗留下来的经验教训可以让我们应对几乎所有国际竞争。尤其是春秋战国几百年的历史，就可以从中吸取海量的经验教训。对待美国就和对待秦国一样，以地事秦如抱薪救火，薪不尽火不灭。,2025-04-21 04:50:09,0,0,铁拳落下来咯,广西,否,https://i1.hdslb.com/bfs/face/6c6cd950b5869d499d29f691a5c0e6c72da1d358.jpg
0,260912464400,1602178540,Qiko_aisy,4,保密,两个人打架 你受到的伤不是源于你的反击,2025-04-21 03:54:44,0,0,,宁夏,否,https://i1.hdslb.com/bfs/face/6acf7bc14516eed4bddb5a1f81fd413f2df7a367.jpg
0,260910495856,20566827,叶崇华,6,女,骁啊[笑哭]真不是我们不开发别的地区 主要是你说领带这玩意他非洲人也确实用不上啊,2025-04-21 03:23:21,0,0,????,浙江,是,https://i0.hdslb.com/bfs/face/c371c5a56fd73a27bf26070327528ccea63b3b54.jpg
0,260896621968,439328401,71683045625_bili,2,保密,其实建国的策略都是降负债的手段，因为贸易逆差很大，这不是长久的贸易策略，要是用印美元的方法来化债化逆差，其实很简单，但长期就会影响到美金的稳定。,2025-04-20 21:31:49,0,0,,上海,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
0,259995400849,550074574,C-gogo,3,保密,完全不care…不搞外贸 确实没啥感觉,2025-04-20 20:06:06,0,1,,重庆,否,https://i1.hdslb.com/bfs/face/f1317d88c91a3b3514bc3e8d4c0c7d8c47ad16b0.jpg
0,260895376448,3546875502267213,冰箱里的鲸鱼,2,保密,国内外平台声音完全不一样，不知道到底哪个是真的,2025-04-20 19:43:58,0,0,,美国,否,https://i0.hdslb.com/bfs/face/9bb2867f9b61172ee1817c941fd39cb49b4460c5.jpg
0,260880987008,3546754599356809,星夜绮梦2,2,保密,每一代人都有每一代人的战争,2025-04-20 14:54:08,共 1 条回复,0,,广东,否,https://i1.hdslb.com/bfs/face/a763bc69cb05cae3bfbbff0307339aa7fd68e29d.jpg
260880987008,260894584784,3546877320497828,淮西饿洛嘉司,2,保密,https://b23.tv/BV1RedNYnER8,2025-04-20 19:02:16,0,0,,广东,否,https://i2.hdslb.com/bfs/face/37a22474adee246fd451424d7dc4fd4cf37dafa4.jpg
0,259980495153,65421565,安得灵方聞早修,6,保密,新视频什么时候发呢,2025-04-20 14:47:04,0,0,"摆脱了幻胖的姑娘是雅俗共赏的最佳歌手！
在平行宇宙里进行摄影艺术是算是奇谈喏！
还有就是在燕归巢后别忘了告诉他早睡身体好！",重庆,是,https://i1.hdslb.com/bfs/face/0054d5a32906a1de6a1cf729a473a6ba5983c0a0.jpg
0,259975327425,3493266578212994,火锅要加冰呀,4,保密,还是这个说得明。观览五百山川河，留存有几处呀,2025-04-20 13:44:35,0,0,你指尖跃动的电光 是我此生不变的信仰,上海,否,https://i2.hdslb.com/bfs/face/66a2be9a8c2f43236d1088f9ca719a936c8543e1.jpg
0,259974190001,1174540797,守望者aaaaaa,4,保密,感觉最后就是逼迫人民币大幅升值，不过我们绝对不可能答应,2025-04-20 13:30:43,0,0,努力崇明德，皓首以为期,河南,否,https://i0.hdslb.com/bfs/face/2c415ec23e5425e74e616e4edd5c517f51485977.jpg
0,259974154337,38376397,为你写的歌哦,6,男,还没更新吗[滑稽][滑稽][滑稽],2025-04-20 13:29:31,0,0,老板，该结梦了。,重庆,是,https://i1.hdslb.com/bfs/face/880a14d3fb8c0c95b247619408168cf5fe1b8408.jpg
0,259972218497,316102060,贼贼号,6,保密,有人一句  高血压对战低血糖 我差点没绷住[笑哭],2025-04-20 13:06:05,0,1,"我想亲眼看见 整个西方瑟瑟发抖 拿回所有的领土 文物 
中华名族全面复兴 超越先辈 走向未来 ！",陕西,是,https://i1.hdslb.com/bfs/face/295cb492161249ade4dcadf034edd2f639966160.jpg
0,259972267185,316102060,贼贼号,6,保密,攒劲的小王,2025-04-20 13:05:07,0,0,"我想亲眼看见 整个西方瑟瑟发抖 拿回所有的领土 文物 
中华名族全面复兴 超越先辈 走向未来 ！",陕西,是,https://i1.hdslb.com/bfs/face/295cb492161249ade4dcadf034edd2f639966160.jpg
0,259971938737,316102060,贼贼号,6,保密,清晰  明白  透彻！！三连  收藏,2025-04-20 13:01:14,0,0,"我想亲眼看见 整个西方瑟瑟发抖 拿回所有的领土 文物 
中华名族全面复兴 超越先辈 走向未来 ！",陕西,是,https://i1.hdslb.com/bfs/face/295cb492161249ade4dcadf034edd2f639966160.jpg
0,260857553264,437945930,eyesmane,2,保密,阐述的透彻到位，中国一定会赢！,2025-04-20 10:07:59,0,0,,河北,否,https://i2.hdslb.com/bfs/face/23f3f1b0c568417677d53afdb2c7cbca61debf97.jpg
0,260855477488,3547136,陆臻明朗,6,男,好帅，想吃[嘟嘟],2025-04-20 09:42:14,0,0,,山东,是,http://i2.hdslb.com/bfs/face/8eba843979ecb61cb5279caf949086c3587dd177.jpg
0,260853918096,3493117164521519,buleer,4,保密,王晓还没更新吗？[大哭]这周周末没有下饭视频了[大哭][大哭],2025-04-20 09:21:18,0,1,,辽宁,否,https://i2.hdslb.com/bfs/face/777eff9a046e42dad230adc8ab02b9071d319eca.jpg
0,259952610081,1168621661,dekesa,6,保密,66666666,2025-04-20 08:48:59,0,0,,北京,否,http://i2.hdslb.com/bfs/face/83bc32b705c04f3c59c724c0a6c842bcff78905b.jpg
0,260851070608,239322706,洛雨萧萧,6,男,企鹅穿“西装”了，但没面朝白宫说谢谢,2025-04-20 08:42:40,0,0,,山东,是,https://i1.hdslb.com/bfs/face/6ace86025034054e815f43b2b209439858ff070f.jpg
0,259950936673,627720961,200岁了还活着,5,保密,我感觉在这里评论的大部分都是没落到他自己头上，所以都很轻松。就我个人知道的，关税2018年左右就摧毁了很多大工厂，现在也有很多中小工厂影响很大。,2025-04-20 08:23:15,共 7 条回复,3,,广东,否,https://i1.hdslb.com/bfs/face/ce2ac0ccf140d20c4ebd8bff0a128485e24cb13b.jpg
259950936673,259951209489,627720961,200岁了还活着,5,保密,上市公司每年的财报都可以去看看，贸易战之后一大片一大片的亏损企业。到了我们评论区却都洋洋自得已经赢了，也确实，反正事不关己，高高挂起。,2025-04-20 08:24:47,0,1,,广东,否,https://i1.hdslb.com/bfs/face/ce2ac0ccf140d20c4ebd8bff0a128485e24cb13b.jpg
259950936673,259956492417,1601816675,懒得起名的路人甲,6,保密,不打也会亏，不过是两败俱伤还是我们亏他们赚，打疼了他们可能会怕，但怂了的话那就是一而再再而三的打击我们了。,2025-04-20 09:40:08,0,6,,广东,是,http://i2.hdslb.com/bfs/face/36ce0611f04389ed8609b99322077f1cf7f9bfcf.jpg
259950936673,260868168784,2018483104,未来原画师,5,保密,看你IP应该是东莞那块吧，那年我还在那里读书也听说过很多厂面临着淘汰，这个视频讲的确实太过乐观了，但是这几年经济上也还是每年都在增长吧,2025-04-20 12:19:29,0,0,周游世界,江西,否,https://i1.hdslb.com/bfs/face/cf2f1d5b9bec54b808b996f741c21375eaf0d039.jpg
259951209489,259978305329,476874871,路过摸鱼君,6,保密,回复 @200岁了还活着 :不然你觉得中国该怎么办？,2025-04-20 14:22:28,0,1,,湖南,是,https://i1.hdslb.com/bfs/face/7622fe500d64cac1ba2b7311a25ef904d2311551.jpg
259951209489,260017841953,356344361,北极的北边是南极,6,保密,回复 @200岁了还活着 :那看来得赶紧哀求国家认错谈判，求着对方不要打贸易战，晚了就来不及了,2025-04-21 05:15:15,0,2,,山东,否,https://i2.hdslb.com/bfs/face/5d4d3c92a5cf9bccbe1544ccfd2dc10bb26b6f4e.jpg
259950936673,260960719856,361725048,以妄明月,6,保密,问题是从经济学上来说这事儿本来就是双输啊，本质上是美利用他的规则霸凌啊，事实是我们这边妥协了长期也好不了啊，要是能正常贸易这边会不愿意吗？,2025-04-21 14:34:20,0,1,,广东,是,https://i0.hdslb.com/bfs/face/5176c921b66ac674a7280c9e71bef09220b9fb57.jpg
259950936673,260081022097,511389485,不过是纸鹤而已,5,保密,打得一拳开，免得百拳来，投降主义不可取,2025-04-22 01:38:10,0,0,满堂唯有烛花红，杯且从容，歌且从容。,山东,否,https://i2.hdslb.com/bfs/face/0edc4461bc9137d7b9308a946b1731e3a53de01f.jpg
0,260832379152,3546888705935712,六小五年二班,2,保密,[呲牙][呲牙]加油,2025-04-20 04:36:28,0,0,,广东,否,https://i0.hdslb.com/bfs/face/ffaa617278ac777adb95473d18a227a0982d3313.jpg
0,259934081793,443240897,生活在爱我一次,5,保密,改成零件和知识产权去卖还是能挣,2025-04-20 04:33:06,0,0,,黑龙江,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
