上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
0,259938079537,3493103872772566,饭饭贩困,4,保密,@2010phz,2025-04-20 05:23:09,0,0,,湖南,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
0,259915035537,3546575712291790,lms_lm18,4,男,对等，对等，谁赌谁啊？,2025-04-19 23:46:19,0,0,,广东,否,https://i1.hdslb.com/bfs/face/8a95f34a4ca69d0a41465b73cedebd52f663dddb.jpg
0,260771744800,15109016,神秘纵火范,6,保密,懂の思念,2025-04-19 11:24:37,0,0,这个人有事儿没事儿可能会更新，更新随缘,陕西,否,https://i2.hdslb.com/bfs/face/846868ed46e7531d6c46e23b0550d4817a6039e4.jpg
0,260753027024,399864017,爱玉很少吃柠檬,5,保密,這個up法也有問題啊，本來是10%在徵收20%就是1+10%=110，110×20%=22%，100%+22%=122%是這樣算了才對啊哪有加權比重直接加上去的,2025-04-19 07:21:12,0,0,,中国台湾,否,https://i2.hdslb.com/bfs/face/25fb7359e30123b22a486a08a59cd9bf0fe1c836.jpg
0,259792621489,447507884,想再活一秒,5,男,"美国对全世界“宣战”，其实还是主要由于帝国主义国家政治经济不平衡发展导致的，它是世界的老牌老大，要坐稳这个位子，岂不是要与其他帝国主义国家既勾结又斗争喽，它对其他国家关税下调至10,这正是它的妥协与勾结，这样做，主要还是因为要对老二进行斗争。",2025-04-18 11:16:58,0,1,凡是现实的都是合乎理性的，凡是合乎理性的都是现实的,重庆,否,https://i2.hdslb.com/bfs/face/e9bbf07d8cba57f5f9b977748a791048f5ddb7de.jpg
0,259750741569,347981356,-----郭-----,5,保密,反正和我们这些穷人没关系，中国站起来是好样的，我们以前苏联都不怕，现在一个小小美国敢和我们叫嚣，干他[吃瓜],2025-04-18 00:13:06,0,0,,天津,否,https://i1.hdslb.com/bfs/face/a48479e40c5d4225758d2e7da6d83e35920a0514.jpg
0,260557806160,56473806,大波灬浪,5,保密,你说的太乐观了，没人是傻子。你看别人傻，万一别人也在看你傻呢。总之对未来经济不是太看好。干什么都是亏,2025-04-16 19:17:37,0,0,,江苏,是,https://i0.hdslb.com/bfs/face/b4b9b9dc85d7004955042c9eecd6863c28550937.jpg
0,260512931232,448279133,一笑沧海未有声,6,男,只能说背后必有高人指点,2025-04-16 08:17:49,0,0,欲买桂花同载酒，终不似，少年游……,韩国,否,https://i2.hdslb.com/bfs/face/66b4e49114ec64b445fb45e0e177981ae3faef22.webp
0,259628531985,64122259,噜哈噜哈呼,5,保密,245%了，已经放飞自我了,2025-04-16 07:58:08,0,0,,浙江,否,https://i1.hdslb.com/bfs/face/1ce2dd048cc105968f183c82e94feb4e326756cd.jpg
0,259621744753,3546603587635986,台灣辛普森,3,保密,感覺到你們全國上下一心的氣氛，講真的挺羨慕的,2025-04-16 05:59:20,0,0,,中国台湾,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
0,260486368000,38150938,HASO-DONS,5,男,完全不考虑这关税合不合理，而是争当大儿子，韩国人可以的,2025-04-16 01:46:13,0,0,努力在英读博的说唱组合退休成员,英国,是,https://i1.hdslb.com/bfs/face/635a2f654b0cf8da711ee721327d09c71a38e54f.jpg
0,259521668465,61220379,xz尸比目艮子木公,6,男,万斯：我们没胆子打贸易战，但是借打贸易战之名，敛财的胆子还是有的，而且很大。 川普：我丢个加税，我加多少，我底下的狗就得交多少。 万斯：就等您这句话，足够，那您加20个点？ 川普：NO!我加45个点，加的多，挣得多。,2025-04-14 18:41:56,0,0,我不投稿的，关注我没用。。,四川,否,https://i0.hdslb.com/bfs/face/17fd698fb042f65a8cc4f6ebe0c15f1df289560a.jpg
0,259500482449,291271752,少年伊甸园,6,保密,https://b23.tv/BV1mEd3YREWf,2025-04-14 12:55:33,0,1,,辽宁,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
0,259480086145,472596855,丨沉淀丶,5,保密,很多观点都不准确啊，特朗普发行的虚拟币并没有归零，并且交易量不低,2025-04-14 07:59:48,0,0,,吉林,否,https://i0.hdslb.com/bfs/face/4a9a7ca229bb0182ed99df61d0a4328064c5522b.jpg
0,259473483137,46038751,甲天下之杰,5,男,我就觉得这件事没这么简单，眼里要时刻保持警惕，而不是总是一喜剧的视角来看表面的问题，我想到之前一本书叫菊与刀，写的非常好，但是这本书其实是，美国政府为了接管日本之前，让一批专业的学者做的一份参考报告之一，由此可以看出美国做出决策之前也是很认真的。  我找到了几个能查到的报告，一个是美国现在国务卿带领的关于研究中国制造的报告，里面很详细的阐述了，美国二战时候能获得最后的胜利，来源于美国的军队，和美国强大的经济能力和制造业，也就是说美国认为，二战时美国后方强大的制造业为前线源源不断的生产出武器，食品、衣服、医疗用品和各种补给，是获得胜利的有利因素，而日本德国的制造业随着战争被榨干，耗尽。但是随着美国推动全球化之后美国的制造业外移，美国在逐渐失去这种制造能力，报告里提到，如今已经在造船，电动汽车等领域被中国全面超越，我觉得美国失去了二战时的致胜利器，这点是美国川普政府或者说共和党不能容忍的。  还有一份报告里阐述了，美国虽然在自己曾经主推的全球化体系中获得了巨大的利益，但其实这部分利益只是被美国的少数自资本巨头吃了，事实上在全球化过程中，美国的中产在萎缩，美国的工人在失业，在美国曾经那种靠自己辛苦努力就能过上好生活的这种价值观在逐渐消失。还有美国有多个研究机构都发表过关于关税和贸易再平衡的研究报告，我觉得这些很有可能都是政府要求这些机构给出专业的研究报告作为参考用的。  所以从这几点可以看出，我们不能单纯把所有事情都当成笑话来看待，有没有可能美国的目的就是放弃全球化呢？有没有可能他们就是觉得全球化失败，重新回到从前那样闷声发大财呢？或者还有其他更可怕的目的？,2025-04-14 05:51:16,0,0,胜利和失败都要品尝，经历了四处逃窜的心酸，痛苦伤心的回忆，男人才能真正的独当一面！,黑龙江,是,https://i1.hdslb.com/bfs/face/2f59b92000796309f919341252b96f91c07e8c83.jpg
0,260314859232,404510831,德丽莎冷门信仰玩家,6,保密,关税不断加加加到厌倦～[笑哭],2025-04-13 15:45:55,0,1,德丽莎天下第一可爱！,广西,是,https://i2.hdslb.com/bfs/face/8e5b3a2ed2c4fe62c4e5c9cf5f8368c8933f1f5c.jpg
0,260303489472,443118045,fjsndjxn,5,保密,美国政府给居民消费补贴了，用来维持普通人的正常生活开支。 平均每增收1美元的关税，就要倒贴出2美元用来维持居民消费。 所以关税涨的越多，美国财政就亏的越多。  川普涨中国地区的关税根本就不是为了赚钱，而是为了逼中国本土制造业外迁，瓦解世界工厂。以此来打压红纸的国际购买力，进而维持绿纸的霸权地位。 关税只是计划的第一步，等瓦解了世界工厂，下一步是削减🇨🇳的美元外汇储备，让🇨🇳丧失对美元冲击的抵抗能力。 计划的第三步是，在美元恢复绝对控制力之后，抄底各国财政，让他们破产，然后逼他们放弃向美国索要欠款。 到此为止，汤普的计划通，美国的外债一笔勾销。巨大财政赤字彻底扭亏为盈。,2025-04-13 13:31:15,0,0,,海南,是,https://i0.hdslb.com/bfs/face/bea6a7069f3e31fe564a8592bcf4e45d14d94e44.jpg
0,259411865537,27765669,阿弥涂涂,6,保密,都在说美国，美国怎么样？也不想想.我一个全世界白银第一，武力第一。全世界买买买的人，谁跟我斗？  咱又不是满清，防汉一防天下。,2025-04-13 09:46:52,0,1,,湖北,否,http://i0.hdslb.com/bfs/face/539e4d7ec1eb3382a82bbf28bbb6709902472fe2.jpg
0,259403782209,2736186,冰雅七巧,6,男,同样是疼，它真的比我们还要疼的话，那我只希望它多来点，别停[嗑瓜子],2025-04-13 07:52:35,0,1,怎样都好，赶快结束！,广东,否,http://i0.hdslb.com/bfs/face/50fc642faf116840b03c16234950d47e543a2634.jpg
0,260255673424,472910110,Ctinbc,5,保密,中国说的“谈，大门敞开”，是要美国和中国谈什么？,2025-04-13 03:21:02,共 1 条回复,0,,广西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
260255673424,260316781920,3493079965239609,星旭-,5,保密,关税呗,2025-04-13 16:11:26,0,0,,浙江,否,https://i0.hdslb.com/bfs/face/bf5ad9ad1ed187eeb6d14e64829ec11b9389011d.jpg
0,260253041376,1887752101,赤色洪流军团一连长,5,男,rump全球加税是不是想着先吓唬一下其他国家，然后发动传统异能折中,2025-04-13 02:44:34,0,0,学生党，更新随缘，而且更新内容很杂（只发表我自己想发的，可能就是我脑子一热突然想出来的）,河南,否,https://i1.hdslb.com/bfs/face/d6c14ff19fe4dfb2951f347f6ce0f0bb95f08c46.jpg
0,259376279969,339475,霜結の圣芒,5,保密,我们能碰到的有关税商品大概是万宝路？,2025-04-13 01:36:55,0,2,,四川,是,https://i1.hdslb.com/bfs/face/e08fc935c86cad432e380f8fcd31fd48f7935152.webp
0,260210407776,1566834209,dmyz159746,4,保密,六百六十六，去企鹅岛给Q币加关税,2025-04-12 12:43:04,0,0,,河北,否,https://i2.hdslb.com/bfs/face/fab757f66ccea03c2566c7f25723a0c36388e823.jpg
0,260202655616,381755238,酸萝卜别吃蟹bro,5,男,这就是三战的开始，但是没有硝烟那种。原因也是不会有硝烟产生的底气瞎搞。靠人不如靠自己，节约资源越发重要。,2025-04-12 11:12:39,共 1 条回复,3,兴兵伐日,黑龙江,是,https://i0.hdslb.com/bfs/face/52521e12217c9c1461411599501670d523573482.jpg
260202655616,260202858736,381755238,酸萝卜别吃蟹bro,5,男,被资源牵着鼻子走的其实早就死了，活着的只是个傀儡。,2025-04-12 11:16:48,0,0,兴兵伐日,黑龙江,是,https://i0.hdslb.com/bfs/face/52521e12217c9c1461411599501670d523573482.jpg
0,260159668528,3493109807712421,哈吉米佩佩最可爱了,4,保密,特朗普笑传之关关税,2025-04-12 01:50:18,0,0,致敬伟大传奇永控王佩佩,山西,否,https://i1.hdslb.com/bfs/face/3a307aee3d6f7fd1ee0e7aab66574db6786e7ec6.jpg
0,259288185201,2088840498,侬乐融,5,男,数字游戏，我们已经声明，跟最后一次，再不陪你们玩了？,2025-04-12 00:53:11,0,1,记录和观察生活细节,黑龙江,否,https://i0.hdslb.com/bfs/face/b8a88f2397c82f0310dcbd176b442da8da3745f2.jpg
0,260150401088,1800093003,清岚沧海,5,男,现在是恶霸发疯向全村挥刀了，村里其他弱小的人挨上这刀就是非死即残，你因为内力深厚这一刀对你来说只是轻伤，但是疼吗？肯定会疼！那你准备怎么办？是忍气吞声让它继续捅你？还是拿起你磨了几十年的宝剑朝它的要害刺过去？,2025-04-11 20:50:01,0,2,,云南,是,https://i0.hdslb.com/bfs/face/9ea0cd76fbe11716066bf12678942227e7cac04d.jpg
0,260143152416,239377522,修仙原人,5,男,@开车喜欢80码,2025-04-11 16:53:40,0,0,介绍不下自己，快乐就好,重庆,是,https://i1.hdslb.com/bfs/face/8fd82e5af965c0700a24eaf642425bf1baaf1fef.jpg
0,260141747680,669515406,bili_43983259780,3,保密,虽然油价降低了，但是美国进口石油的价格也低了呀，,2025-04-11 16:31:30,0,0,,宁夏,否,https://i0.hdslb.com/bfs/face/eb101ef90ebc4e9bf79f65312a22ebac84946700.jpg
0,259274124241,2051874,兵库北的忧伤owO,6,保密,美国的资本家顶不住压力了可是什么事都干得出来得[妙啊],2025-04-11 16:30:59,0,1,ⓘ 该账号封禁中,浙江,是,https://i0.hdslb.com/bfs/face/fe29d81b1f0ef17f43e5f0997c8bf39c328f717a.jpg
0,259266450017,8325386,况且xn,6,男,一言难尽。。。,2025-04-11 14:50:14,0,0,呱唧,湖南,否,https://i2.hdslb.com/bfs/face/dda83942570844075077bec5018243f8311176ee.jpg
0,260128617616,5975345,雪糕wi,6,男,笑死，我日常消费全是国内自产自销的，唯一能影响我的美国商品有仅有一个，那就是芯片，换句话说就是电脑CPU和GPU，但是我可以说我5800X+7900XT再撑个十年不换新都可以,2025-04-11 13:50:24,共 1 条回复,0, 努力工作依法纳税，背着房贷，我已尽到一个公民应尽的责任，不抽烟不喝酒不嫖不赌，玩个游戏作为爱好有何不可？,广东,是,https://i2.hdslb.com/bfs/face/d4acee5ddf1938e6aab87f8576e4829389e1efc6.jpg
260128617616,259262488881,351621161,505038759,5,保密,我国对于芯片原产地定义是晶圆生产地，AMD和NVIDIA好像都是台湾生产，不受针对美国关税影响，但是intel可能就得牺牲一下了,2025-04-11 14:02:14,0,0,,广东,是,http://i2.hdslb.com/bfs/face/63c393b0de35dc946b865d4afa83861b080e53b2.jpg
0,259261133249,1664062363,Grace的小白,5,男,@HaldenOVO[doge_金箍],2025-04-11 13:46:15,0,0,失眠患者。,河南,否,https://i1.hdslb.com/bfs/face/ab3c9ed0cb706fa3bb4248c7c5e40abfa7bf1dd0.jpg
0,259258213249,105133381,炸弹魔王庭_维什戴尔,6,保密,记得小时候电视报道关于美国的小动作的新闻都只用‘某些国家’来称呼，现在只差指着鼻子用‘大炎粗口’问候了，这种可喜的变化真是令人感慨啊,2025-04-11 13:10:02,0,2,读书,广东,是,https://i1.hdslb.com/bfs/face/1e1ee1b1545a30e785bdee828e501a58bc7bdd08.jpg
0,259257493633,284084671,我推的大伟松伦酱,5,保密,我怎么看不懂他这个操作？[热],2025-04-11 13:01:08,0,0,让我中一次吧，就算是磕大伟和松伦的cp我也会做的,安徽,否,https://i1.hdslb.com/bfs/face/04802b5338d122f28b672719ddd0e171d2c55341.jpg
0,260118805472,4338640,齐雨坊,6,保密,搞不懂，这关税实际上是它本国民众来承担的，玩关税不就是让对手的商品失去竞争力，让本国商品补上或者其他它看的顺眼的国家的商品补上吗？这对全世界征税是要整哪样？它本国又没有商品能补上。真的是疯了。,2025-04-11 11:53:09,0,0,,云南,是,https://i1.hdslb.com/bfs/face/160adfeda390a5dfac7ed6175f4cd6a68c542ca7.jpg
0,259251483009,198344854,勇敢摩摩,6,保密,万税爷我真的笑死了,2025-04-11 11:45:14,0,1,阿瓦达卟噜卟噜给我笑！！！,甘肃,否,https://i1.hdslb.com/bfs/face/02ee67da2e3fcb4d9e8c098fdda2582246d9d204.jpg
0,260117817648,179031443,不可想象的背后原因,6,男,对a国提高关税应该是减少国内的a国商品， 有可能是为了扶持别国要进口的同类商品,2025-04-11 11:42:40,0,0,太过直白，是有这种可能,海南,否,https://i2.hdslb.com/bfs/face/1ce2dd048cc105968f183c82e94feb4e326756cd.jpg
0,260117466928,471254009,a艾艾艾拉,5,男,满税，饿殍千里,2025-04-11 11:37:56,0,1,此时情绪此时天，无事小神仙,江苏,否,https://i2.hdslb.com/bfs/face/e51b6345fb4346c60b3065ca6bf3557809b9256d.jpg
0,259244740337,15038981,钟馗8693,6,女,八国联军那味来了，可是中国已经不是以前的中国了，抵制美货！！！,2025-04-11 10:25:22,0,0,,上海,否,https://i2.hdslb.com/bfs/face/778b7b1897233ddf8be5e3b147a5d27547c2c5af.jpg
0,259244430945,517226973,nzdl的燃料电池,5,保密,向加拿大国，征税！ 向中亚国家，征税！ 向欧洲国家，征税！ 向中国，征税！,2025-04-11 10:21:25,0,2,,江苏,否,http://i0.hdslb.com/bfs/face/a19778c21a579d58f71bf7e9e88d60545e5e5906.jpg
0,260110057136,1326435317,柠暮夏,5,保密,【每一个有骨气的中国人都应该这样，干就完了！谁TM在乎你美国佬-哔哩哔哩】 https://b23.tv/JuDEbJt,2025-04-11 10:14:51,0,0,,安徽,否,https://i2.hdslb.com/bfs/face/0184a3b063e45b96036444439a8629fe22d8d7e3.jpg
0,259241750801,698181598,再来一杯温水,5,保密,摘b友的评论[脱单doge]三月份央视农业有讲提高玉米中的蛋白，原本玉米蛋白含量低，需要结合进口大豆来作为畜牧业的重要饲料原料，现在科学家改进了玉米蛋白含量，真的对上了欸,2025-04-11 09:48:38,0,0,这个人很懒什么都没有写,河南,是,https://i1.hdslb.com/bfs/face/d07b0071187d4ec4ec12640840cd020d58561c95.jpg
0,260105912272,173863840,南云烟龍,5,保密,视频嘞,2025-04-11 09:25:25,0,0,,吉林,否,https://i1.hdslb.com/bfs/face/d6e5e84404e00f754aecc66a25a9820798cf6c7c.jpg
0,259236010913,435800273,带吊的萌妹,5,保密,不用老美商品你猜国内自产东西会不会涨价？[doge]不了解国人？,2025-04-11 08:25:45,共 1 条回复,1,,河南,是,https://i2.hdslb.com/bfs/face/03e13d2277e37940ac19b1bfd70ffa0a263f3e4a.jpg
259236010913,260106612416,1046149911,肖家平-沙耶子,5,女,用了就不涨？你真的是中国人吗？[doge],2025-04-11 09:32:35,0,2,我叫沙耶子，曾经叫三浦建太，我和沙织很爱彼此,山东,否,https://i0.hdslb.com/bfs/face/8cb1953052a035fdd2f20f3991fadaaa19657432.jpg
0,259232111441,2147003975,菲亚梅巴别塔,5,保密,话说印度不是也产大豆吗 在美国关税调高的条件下 印度应该更会选择向中国出口大豆把,2025-04-11 07:19:04,0,0,,湖北,否,https://i2.hdslb.com/bfs/face/cf0d18772aa1640ac65bcb7c24401e22f791f579.jpg
0,259231693681,17613868,啰啦噜噜,5,保密,哈哈哈哈哈哈哈万税爷哈哈哈哈哈哈,2025-04-11 07:10:21,0,0,,四川,是,http://i1.hdslb.com/bfs/face/0d9f3285e09e1f33cfaaa8c1ee547ca792e4c614.jpg
0,259230604977,3461568283019885,卖猕猴桃的,4,保密,傻眼了吧，特没谱那是自己家族炒股，前两天一跌一涨立马身价暴增，你们那有商人精明啊,2025-04-11 06:53:31,0,1,,陕西,否,https://i2.hdslb.com/bfs/face/97c1cae58cc20017af113372eaa17ba0a5e9b97f.jpg
0,260096011936,424086713,凉云幕叶,5,女,起外号哪家强,2025-04-11 06:47:42,0,0,,河北,否,http://i2.hdslb.com/bfs/face/229fd48bd94ab824bc21d3129c44dcdcb1f2f187.jpg
0,260093565648,327303444,北疆饮马时,6,保密,无所谓，中国市场大部分基础生活消费品都能自给，有本事就立法禁止中国贸易，看是美国经济先崩还是中国经济先崩,2025-04-11 06:05:50,0,0,"时代！前进！
Время! Вперед!",吉林,是,https://i0.hdslb.com/bfs/face/dbab97f1bd1edb95fe3b0174a3d09bf12ae0731c.jpg
0,260088298512,1209279713,石来运转666666,5,男,不能拿事情表面现象和结果来分析川普的政策，别小看他，川普能击败根深蒂固的民主党，靠的课不是疯魔！川普启动关税战的原因是为了把民主党的经济根须都拔了，自己完整掌控经济大权了再整理好。被征税的只是工具而已。[吃瓜],2025-04-11 04:49:33,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
0,260086933392,1608184021,快乐拎壶冲,4,男,老美这次是一次豪赌,2025-04-11 04:33:34,0,0,,江苏,否,https://i1.hdslb.com/bfs/face/765d29a8e01efd3cb7789d5a2a02da8997ad6c17.jpg
0,260085541232,692030404,郇昀,5,保密,互相加，后边买国内的产品就会比国外便宜了,2025-04-11 04:16:00,0,0,,山东,是,https://i1.hdslb.com/bfs/face/689ceb5e5ce1f40cbfc79d0facbabf546e4f5be1.jpg
0,260085096912,448688637,爱HUANXIANG的小狐狸,3,保密,我以前没觉得，就是从24年开始…我觉得我感觉到自己穷了。以前真的是想花就花了。,2025-04-11 04:12:10,0,0,,广东,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
0,259219602497,306244566,你的异性朋友,5,男,再过一阵子川普下令印个几百亿几千亿美元我都觉得不为过[笑哭],2025-04-11 04:07:13,0,0,,山东,否,http://i0.hdslb.com/bfs/face/1cafb708ab35cf1670ca597d2a10d59948bab87c.jpg
0,259216634721,477579192,刀衣木,5,保密,站在我们的立场来说，“美国总统是特朗普”这件事是好还是坏？,2025-04-11 03:27:58,共 1 条回复,1,请说人话,河北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
259216634721,260097023552,16276109,坏蛋拉姆,6,保密,我认为是好，网友们外号是不会起错的[OK],2025-04-11 07:06:07,0,0,,辽宁,是,http://i2.hdslb.com/bfs/face/054f305d158e38025a23cc92ab09ffe5598036c1.jpg
0,260080515392,1489693104,恒成立你奶奶,4,保密,线是不是断了？,2025-04-11 03:07:36,0,0,,河南,否,https://i0.hdslb.com/bfs/face/5ef935feb9387fdd51b317f515f9f0ff18555588.jpg
0,259212736385,4534883,BelialHLong,6,男,现在哦吼了，对美加税50%以上，老美爱玩玩轮盘转，终有一天老美会自己把子弹扣向自己的脑袋，而现在就是那一天！,2025-04-11 02:21:51,0,0,学会爱自己，学会感恩。,北京,否,https://i2.hdslb.com/bfs/face/fcd51eb819ffdc500c75009bde244bb9bddc8c79.jpg
0,260067006416,24160332,xigr,5,保密,未尝不是解决问题的一种办法，这个就很你家邻居是个黑社会没素质占便宜一样，再没人硬刚的情况下，他就是能够占尽便宜,2025-04-10 21:39:35,0,0,,安徽,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
0,259191281745,3546784802539874,娜恩小,3,保密,白宫征税员,2025-04-10 15:36:27,0,0,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
0,259190840769,384112556,起名难的一批批,5,保密,川普上次上台可是把华为和中兴都整个半死,2025-04-10 15:31:58,共 1 条回复,0,,广东,否,http://i2.hdslb.com/bfs/face/47a69cedc3b9511fdb5cf9a280220b13bb5c6008.jpg
259190840769,260106880864,1046149911,肖家平-沙耶子,5,女,贴标签的，死了还有下一个，就像世界第二一样,2025-04-11 09:34:42,0,0,我叫沙耶子，曾经叫三浦建太，我和沙织很爱彼此,山东,否,https://i0.hdslb.com/bfs/face/8cb1953052a035fdd2f20f3991fadaaa19657432.jpg
0,260052221488,17570113,Halosun,6,男,这说了个啥，说了一堆啥都没说，也没啥多余的信息[藏狐],2025-04-10 15:01:57,0,3,～(￣▽￣～)这个人很勤快写了这么多(～￣▽￣)～ ,陕西,是,https://i1.hdslb.com/bfs/face/015085e9ad9641393b966024d71d48b58e638183.jpg
0,260051976592,21732452,维他命喵,6,女,炒股？,2025-04-10 14:59:24,0,0,ʕ๑• ᴥ •๑ʔ  VitaminCat,贵州,否,https://i2.hdslb.com/bfs/face/04db3b530cca776ee31f3ab5ed5f71dd209319aa.jpg
0,259188091137,441293961,晓の泉奈,5,男,md川普这个出生就是故意的，故意搞关税制造恐慌，然后突然自己撤掉，这不躺着赚钱？呵呵，恶心的嘴脸，一边高呼让美国再次伟大一遍拿着别人的信任赚钱[阴险][阴险][阴险],2025-04-10 14:56:14,0,0,06抽象男大，现在关注就是老粉了哦,中国香港,否,https://i0.hdslb.com/bfs/face/0bbb59804a8db382e478a203739a330ee869b6e2.jpg
0,260044986464,472224917,我是你琦大哥,5,男,建议将房贷时间延长到100年，让每月的房贷利息相比现在减少付款90%，且明令禁止增加还款金额，比如每月要还款1万的，降低到每月只需还款1千，让老百姓把这剩余90%的钱用于消费，而不是着急还房贷，这样完全解决房地产问题，让大部分人能买的起房子，能很快的促进房产消费。另外老百姓有了余钱还能促进其他消费，这样就能大大增强内循环，活跃经济，直接粉碎美帝的阴谋，一举三得！[墨镜],2025-04-10 13:38:06,0,0,,山东,否,https://i2.hdslb.com/bfs/face/2a18291a367461a3db9f73f74babb9416f795049.jpg
0,260042757472,211228333,X-_-x___,6,男,美国那点人 不卖他们了[tv_doge],2025-04-10 13:09:31,0,0,,加拿大,否,https://i1.hdslb.com/bfs/face/fc245947b55a478e1d70203da109c2b98bc5c610.jpg
0,259179216625,598751283,品風5,6,男,土澳：虽然丑哥要炖狗，狗狗依然爱丑哥[笑哭],2025-04-10 13:08:34,0,0,庸人一枚，但求无愧！,四川,否,http://i0.hdslb.com/bfs/face/25bfdae98f343a20945d98daf8dc89fd7c5d6d89.jpg
0,260040482016,1921038434,AI空-,4,保密,干，使劲干[生气],2025-04-10 12:41:25,0,0,,四川,否,https://i2.hdslb.com/bfs/face/108b875ca5b81e10152a500cb60b10e4c0f94c54.jpg
0,260037636480,436900921,蕾姆穹妹,5,男,麻薯是求生会打铁那个麻薯吗？[星星眼],2025-04-10 12:06:09,0,0,您就是那个骂完人喜欢拉黑的人吗？都已经人剑合一了真是一把好剑,贵州,否,https://i1.hdslb.com/bfs/face/62669a1371a7d6acd24681368b5329492d744c7e.jpg
0,259171337425,15759371,圣母派吃的太饱了,6,保密,此时，🇩🇪某🍺馆:……[doge],2025-04-10 11:25:31,0,0,这一切都是命运石之门的选择。,北京,否,https://i2.hdslb.com/bfs/face/2492fd1faa5dd9d1181dc08bca7f1ee924207e0b.jpg
0,260032298448,2081226,绒猫团长,6,男,美国这次太过分，没办法！下次我出面调解一下。,2025-04-10 10:59:42,共 1 条回复,13,,湖南,否,https://i0.hdslb.com/bfs/face/33ab14074729ac7837d951ef9c26db705de83fd7.jpg
260032298448,259176737185,475910363,来点烤章鱼吗,6,保密,你这ip也没在云南呀[doge],2025-04-10 12:35:22,0,0,,河北,否,https://i2.hdslb.com/bfs/face/591058b0e8c6607531fc5275144f595ae0aa099a.jpg
0,259168733169,304073491,dong106037,6,保密,总统正在看动画片[喜极而泣],2025-04-10 10:51:28,0,0,,江苏,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
