上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
0,259603695873,1074483383,羊梦果,5,保密,这个神奇的人物你永远也猜不到他下一步棋怎么走,2025-04-16 01:33:05,0,0,"世界是你们的
也是我们的
但是归根结底是你们的
当然
我们还在
也是我们的
但归根结底是你们的
你们年轻人朝气蓬勃
好像早上八九点钟的太阳",贵州,否,https://i2.hdslb.com/bfs/face/fb7300ac14fd166d6b858b40f96fc92dc6d3740c.jpg
0,259602818609,3493104933931462,一躺半年真菌,4,保密,要是我们宣布0关税，然后变卦呢[笑哭]会出现什么情况,2025-04-16 01:15:36,0,0,,浙江,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
0,259602561969,3493133341952783,毕言x,3,保密,肯定作死到底,2025-04-16 01:08:18,0,0,,山东,否,https://i2.hdslb.com/bfs/face/15cd097678c1e32c94cc4dfdde59026f6e2dc96f.jpg
0,260483842720,100944227,圣光大忽悠巛,5,保密,美债被抛售，你猜谁买去了，美股跌了，你猜谁抄底,2025-04-16 00:53:49,0,0,,山东,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
0,259601215921,3493271498131988,工业猛锌,4,保密,增加就增加呗，反正我们又不受多大影响，特朗普不就是想让他们的民众提高生产力，促进经济发展呗,2025-04-16 00:38:29,0,0,热爱机械制造游戏,河北,是,https://i2.hdslb.com/bfs/face/4cac482951b52bfafde7989dfc99b3f763ccda76.jpg
0,260483055856,1697424832,大嘴碎石头,5,保密,希望你下岗了还能继续赢赢,2025-04-16 00:36:41,0,0,,安徽,否,https://i1.hdslb.com/bfs/face/762ed735e42f6e4e4bc9430d6e1b2df53667b808.jpg
0,260483123744,6656609,雪花亦美,6,保密,早就要崩了,2025-04-16 00:35:32,0,0,命运的齿轮一旦开始转动，就无人能挡了,四川,是,https://i2.hdslb.com/bfs/face/7e78c9a8198c6a8ead46715587547db15b18f13f.jpg
0,259600903617,3494353049749651,bili_73984957521,3,保密,放弃美元💵,2025-04-16 00:31:11,0,0,,贵州,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
0,260482497600,1088605308,一位palyer,5,保密,我什么时候三连的？,2025-04-16 00:21:31,0,0,想查鼠鼠成分？没想到鼠鼠我五毒俱全吧,四川,是,https://i0.hdslb.com/bfs/face/203766b1587ef1525488b7db45902be749bc4710.jpg
0,259600434017,335255473,夕阳下奔跑的托马斯,6,男,我TM三天刷到你四次了,2025-04-16 00:18:52,0,1,,山东,否,https://i1.hdslb.com/bfs/face/808c9fd40862f620efd99932ef25d383b4c16914.jpg
0,260481914016,694777312,小元爱吃草,4,保密,真是和一些美国公司合作的中国企业是真的惨订单全部取消,2025-04-16 00:10:19,0,0,,四川,是,https://i1.hdslb.com/bfs/face/25df8779238500e7f215c6c79f49604bd5bf2356.jpg
0,260481931072,2024060608,非法回笼觉,4,保密,这是川宝为了迷惑敌人的烟雾弹[doge_金箍],2025-04-16 00:09:08,0,1,,内蒙古,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
0,259599342705,3546614568323481,不是粉毛内向吉他手,4,保密,2020美国大选辩论 壁灯：grow up，trump,2025-04-16 00:00:20,0,0,,广东,是,https://i0.hdslb.com/bfs/face/5d83c0afed3e3bb9b4938da1218c3b921b9edfeb.jpg
0,260481558096,171633403,小酸黄瓜2008,5,保密,我以为最丧心病狂的总统是小泽，结果。。。,2025-04-15 23:59:54,0,0,,天津,否,http://i1.hdslb.com/bfs/face/da32d08d774bdbbe2e52d66eb6ca513e7f53dba4.jpg
0,259599640481,443460969,饮酒醉仙人,5,男,简单来说就是要用美元还没有失去的霸权地位和碾压其他国家的军事实力讹诈全球，强行给自己续命 时间也不长，最多他任期一到，立刻就走,2025-04-15 23:56:30,共 3 条回复,1,,内蒙古,否,https://i0.hdslb.com/bfs/face/c51197101931948c912883f0e7562b06ff6266bf.jpg
259599640481,260485610512,5190621,杀鸡真好玩,4,保密,有些东西一旦开始是停不下来的，商鞅被处死也没有影响变法继续，等四年之后基础情况发生变化美国也再也回不到基础产品只依赖进口的时候了,2025-04-16 01:29:26,0,1,galgame糕手交流群，欢迎喜欢玩gal的找同好和支援哦，1003129214,山西,否,https://i0.hdslb.com/bfs/face/88cda96c02cac43b5ba848c6e3c53ce966b5a51e.jpg
259599640481,260563052608,1458848437,傻妞也要折磨,5,保密,漂亮国哪来的碾压世界的军事实力，连个胡赛武装都搞不定的废材，换二十年前胡赛武装早就被小布什打成阿富汗了[OK],2025-04-17 00:14:13,0,1,,湖南,否,https://i1.hdslb.com/bfs/face/f521e80d4d96ef03fe4d7d4545ab209adb8e6464.jpg
259599640481,260563151872,1458848437,傻妞也要折磨,5,保密,胡赛武装的老对手名叫沙特阿拉伯[OK]现在的漂亮国就沙特当年的水平[笑哭][笑哭][笑哭],2025-04-17 00:15:41,0,0,,湖南,否,https://i1.hdslb.com/bfs/face/f521e80d4d96ef03fe4d7d4545ab209adb8e6464.jpg
0,259599406561,270446562,另刂忄荒,5,保密,已经导致好多人失业咯,2025-04-15 23:50:23,0,0,,山东,否,https://i0.hdslb.com/bfs/face/89d48f1f96e6eca7e0849cefa93724c61a4d6432.jpg
0,260481178272,394307733,爽爷为啥这么帅,4,保密,@AI课代表呀,2025-04-15 23:49:46,0,0,,广东,否,https://i0.hdslb.com/bfs/face/eff610391398b049ad7288e7fc1e5005ae5d8bc1.jpg
0,260480878848,1448249704,我不死你怎么活,5,保密,一刀切的做法，强迫贸易平衡[doge],2025-04-15 23:42:09,0,0,,广东,是,https://i1.hdslb.com/bfs/face/e990ba1583f0fc1d6314aacbb2cd8035c0f1d9c2.jpg
0,260480876816,10332406,全世界下雪,6,男,不要小看这帮大佬，没一个简单的，你们想到的人家比你想的还清楚,2025-04-15 23:41:58,0,0,挥挥手永不再见,河北,是,https://i1.hdslb.com/bfs/face/944827b646e8f4225693c00f49107e2d910e43de.jpg
0,259598552145,19741974,火树银花奇女子,5,保密,川普是啥时候加入我党的？,2025-04-15 23:40:44,0,0,,浙江,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
0,260480854704,394432629,阳光121381,5,保密,一群一点经济不懂的家伙，经济不是加关税就只有和关税有关的东西受到影响，是整体的和关税相关的人和事物，他们受到影响后，再影响他们的产业，最后辐射到其他的产业上，方方面面都会受到影响，最简单的就是，他们加关税，出口的东西减少，要么减少岗位，要么减少工资，可能会造成社会问题，你说转内销，转个蛋，国内市场就这么大，他们只会分，不会做，这个解决不好，还拼好饭不涨价，店都给你关门,2025-04-15 23:40:18,0,0,,湖北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
0,260480777456,30123741,起个名字烦死了…,6,保密,我今天ai问什么这个时候买什么赚钱，他让我找浮动小的,2025-04-15 23:37:40,0,0,,江苏,是,http://i0.hdslb.com/bfs/face/64918f36bba999e0b82426fcce3ebc35f6b8784c.jpg
0,260480625936,486917748,小渔鸽,6,男,不跟他们玩就行了,2025-04-15 23:32:06,0,0,,四川,否,https://i0.hdslb.com/bfs/face/1d60d116dbda3b1d2b3b479a75aa025892d5a45f.jpg
0,259598607345,22073153,郸鸢,6,保密,目的是啥呀,2025-04-15 23:21:25,0,0,就算你得到了龙角，也不过是一条长满癞皮的蛇而已，还妄想成为真龙，真是可笑至极,北京,否,https://i2.hdslb.com/bfs/face/85fbe65e56f39b2bd06d290fbfda0c8090a5b984.jpg
0,259597483409,1805940059,牛马的巅峰,5,保密,他家关税不卖他东西不就行了吗？,2025-04-15 22:33:35,0,0,胜利属于自由的巴勒斯坦人民,江苏,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
0,259597333041,1683387899,金逝gold,5,男,看美国这个操作，增加税务，还自己还欠款了，别直接开启第三次世界大战,2025-04-15 22:23:00,0,0,一块金子(Dog),广东,否,https://i2.hdslb.com/bfs/face/6abf41d946462b0ea024bd88f96effdc2c9b730c.jpg
0,259597311793,480435851,直接孤立我得了,4,保密,可以说自由贸易结束了，如果美国跟其他国家都有单独的关税，那么其他国家为什么跟中国进行自由贸易，你不是更容易冲击别国的产业么？,2025-04-15 22:19:44,共 1 条回复,0,,广东,是,https://i2.hdslb.com/bfs/face/42aceb6c6897516226f7680f361475eef5e5fcc6.jpg
259597311793,260485143824,5190621,杀鸡真好玩,4,保密,小国韩日这种本身就必须依附着如美国这种大国生存，这种东西就无所谓，是国家本质决定的在全球化的时候不可能能拿到完整的主权，其他国家又没那么消费潜力，欧洲现在也在制裁,2025-04-16 01:21:24,0,0,galgame糕手交流群，欢迎喜欢玩gal的找同好和支援哦，1003129214,山西,否,https://i0.hdslb.com/bfs/face/88cda96c02cac43b5ba848c6e3c53ce966b5a51e.jpg
0,259597104977,413192576,蚊子ck,4,男,让子弹飞会吧,2025-04-15 22:02:45,0,0,夏虫不可语冰，傻der们不可描述,山西,否,https://i2.hdslb.com/bfs/face/e02f1ba053a39ce01daa6106a8f873803995dafb.jpg
0,260478573584,455783534,鏡花水月卍,6,保密,80以上加跟不加已经没区别了，出口方已经一分钱不赚了，这生意也没必要做了,2025-04-15 21:33:21,0,0,,浙江,否,https://i2.hdslb.com/bfs/face/621e9dba49e4f29f6c40af182a66b09c7a54fd51.jpg
0,260477762624,3546696646658937,瀚海北金椒,3,保密,为什么加关税？心里没点逼数吗？就靠一些烂大街的三流商品，你就可以整成全世界第二大经济体，这其中的利润谁不眼红？你肯定是赚的盆满钵满，涨点关税怎么了？你个盖房子的商人，一欠就是好几万个亿，涨点关税怎么了？,2025-04-15 20:21:05,0,0,,上海,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
0,259595324929,524219082,心扉破灭,5,保密,受不了了  欧元10天暴涨[大哭],2025-04-15 19:27:05,0,0,,法国,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
0,259594948049,265928059,Sike_B,6,男,特朗普就是想摧毁美元的硬通行。 省得一个个都给美国戴高帽， 他要制造业回流。工人需要的是安全帽。 如果美国继续保持金融霸权的地位，它的中低端制造业是起不来。都去搞金融，外带一些高端制造业。 贫富差距就越来越大。这是做世界第一必然会带来的结果。,2025-04-15 19:08:33,0,1,,重庆,否,https://i1.hdslb.com/bfs/face/c576c1d70321331be791070e2b316afc2e61e883.jpg
0,260474715280,563472741,路边的草_,5,保密,既然美债、美股、美元三杀了，那我们应该鼓励川普的关税政策啊，应该对川普的关税政策进行正面报道啊！,2025-04-15 17:58:59,0,1,,湖北,是,https://i0.hdslb.com/bfs/face/a674126ae9b01e7d6d69ca60f1e601f1b3d94408.jpg
0,260473396704,344905206,怪小十,5,男,我想问一下我为什么一直刷到呀，都快7次啦，我也没关注这种国家大事呀,2025-04-15 17:16:53,0,2,,江苏,是,http://i0.hdslb.com/bfs/face/06a07dad46ecb426e26e3340b3ae4e6f308066ea.jpg
0,260472715952,3546565658544335,我先犯规了你们随意,4,保密,对等？所以我们也收了这么多是吗？,2025-04-15 17:06:45,0,0,不辩论直接拉黑杠精太多受不了精神内耗,天津,否,https://i2.hdslb.com/bfs/face/c2fc926d428c4aa338da87099babf84bfd3c2aff.jpg
0,259589610401,515565385,今晚喝椰奶,5,保密,加仓！,2025-04-15 16:29:26,0,0,我在b站刷视频为什么b站不给我钱啊！ 屑！！！,广东,否,https://i1.hdslb.com/bfs/face/dcdc338c96a90d0c2b04d9771cb0e58694a72c7b.jpg
0,259577802065,391495282,SmithTWT,6,女,真的别觉得对“我们”没印象，只是没影响到你罢了，很多做生意的厂里里都开始裁员，严重的开不下去要破产了，迫害的还是世界各地的人民…[无语],2025-04-15 13:55:48,0,3,没啥好介绍的(._.),浙江,否,https://i1.hdslb.com/bfs/face/f3b423f2f830a1973c9171b61e6089a4588e641c.jpg
0,260455992144,27806936,无辜的老萌新,5,保密,股神川普,2025-04-15 13:24:44,0,2,,上海,是,https://i2.hdslb.com/bfs/face/1f738430f3608e63002b959ef349e571400be706.jpg
0,259573282001,243888788,名無しはん,5,保密,看出来了，特朗普就是专门打商战的总统,2025-04-15 12:56:32,共 1 条回复,0,这个人真的是很神秘，什么都没有写,广西,是,https://i2.hdslb.com/bfs/face/dfe77fd9fb029011dbdde35e6960f652ead8ee84.jpg
259573282001,260479292768,57516608,老夫从不吃饭,6,男,我感觉他多操控两次股市，都够钱还美债了[doge][doge],2025-04-15 22:33:13,0,0,,广东,是,https://i2.hdslb.com/bfs/face/4a3a2994f89e26afd28fd3d4021543917991f71c.jpg
0,260451465328,11666401,贝比哈喽,5,保密,为什么特朗普要全世界炒他的币？,2025-04-15 12:25:00,0,5,,上海,否,http://i1.hdslb.com/bfs/face/c366d4e4758c7d2c79efd28ac60738797ed8eaf2.jpg
0,260450422832,93931000,环行星强子对撞机,5,男,美国消费者。该如何购买商品呢,2025-04-15 12:11:51,0,0,英特纳雄耐尔,江西,是,http://i1.hdslb.com/bfs/face/22e2a01e30dadf6b622c04fbb15144554fdd5a31.jpg
0,259569308417,3537119928650092,忆中秋日,3,保密,我们在美国卖东西，把钱卖成负的，是不是特朗普就得倒贴给我们钱,2025-04-15 12:03:10,0,1,,山东,否,https://i1.hdslb.com/bfs/face/5a90f485b4d2abed008a250b6ff4d8d2f242e759.jpg
0,259569146817,170978655,孤独的代价,6,保密,特朗普是不是在美股梭哈做空了,2025-04-15 12:02:14,0,0,,吉林,否,https://i0.hdslb.com/bfs/face/6e24dc3929c0f4a2982277068cc76d12b0e0f4c6.jpg
0,259568753297,21530979,Eularys,6,男,鸡蛋大概是这个钱 这是在洛杉矶 各个地方超市价格略有不同 有的地方会贵 有的地方会便宜 但大体是这个价,2025-04-15 11:55:53,共 37 条回复,17,一刀怼死ETS,美国,是,http://i0.hdslb.com/bfs/face/6528f6521eb037122f9cbb18c30b8bd5a1447264.jpg
259568753297,259599854225,3546703267367356,聪明的yuan,4,男,差点没反应过来美元[翻白眼],2025-04-16 00:03:40,0,6,,河南,否,https://i1.hdslb.com/bfs/face/3c69d4479fc41308ed1a3671ba53ba59dbcd9fa0.jpg
259568753297,259600372625,10345275,当时我就二了,6,保密,国内也这个价，不过单位是人民币,2025-04-16 00:18:40,0,0,,湖北,否,https://i0.hdslb.com/bfs/face/e960a402ec85d5ae47afdf3bb0fa90c6f0c8af87.jpg
259599854225,259601288289,21530979,Eularys,6,男,回复 @聪明的yuan :为什么要翻白眼……我是给大家看价格啊,2025-04-16 00:39:40,0,4,一刀怼死ETS,美国,是,http://i0.hdslb.com/bfs/face/6528f6521eb037122f9cbb18c30b8bd5a1447264.jpg
259601288289,260484192064,412690538,好运来猪我好运来,5,保密,回复 @Eularys :这不是喷你的吧[笑哭],2025-04-16 01:01:24,0,1,,广东,否,https://i2.hdslb.com/bfs/face/e7150156b221cd5c94ef3c89054704875080bad0.jpg
259568753297,259602583857,3493281239402985,刚哥你过来呀,4,保密,她没有骂你的意思[笑哭],2025-04-16 01:09:23,0,1,,江苏,否,https://i0.hdslb.com/bfs/face/4b06e17faabea302440103e399973c81cfd9367a.jpg
259600372625,260484613744,428364929,端木广君,6,男,回复 @当时我就二了 :哪个价？这个价换成人民币也得接近一块钱一个，我昨天买的是两块五一斤，折合单个鸡蛋不到五毛钱一个，是你们那里通货膨胀没通知我们么？[大笑],2025-04-16 01:10:21,0,3,,安徽,是,https://i2.hdslb.com/bfs/face/9c22e51b91bc81a67e8d42cf87ba1cd1a567e94b.jpg
259568753297,260485402176,93620644,武夜御鸣,6,保密,还行,2025-04-16 01:26:51,0,0,,韩国,是,http://i1.hdslb.com/bfs/face/a9ffc2e4eec9293ef1ecb8c20c73a2b309f8e9ee.jpg
259568753297,260485596016,220368033,普罗旺斯的西红柿酱,5,保密,有机鸡蛋这个价应该正常吧，某多上有机40多30个蛋，但是不是真的有机就不清楚了[doge],2025-04-16 01:34:50,0,0,"我喜欢简单的人
干净的东西
和清楚的感觉",宁夏,否,https://i0.hdslb.com/bfs/face/61a17f8ace4e2da7175b90be4e995cbc657076bf.jpg
259599854225,260486067104,359562495,_曉白,5,女,回复 @聪明的yuan :其实大家赚的都差不多吧，只是单位不一样[笑哭]？,2025-04-16 01:40:53,0,0,身陷漩涡中的人有揭露漩涡的全貌的义务。,广东,否,https://i0.hdslb.com/bfs/face/a060b09e3f9e34e72ba3237f19c1f70628131122.jpg
259600372625,259604197537,220375272,永恒星辰314,6,保密,回复 @当时我就二了 :哈尔滨不是这个价，我昨天去买菜鸡蛋3块6左右一斤，上周才3块2,2025-04-16 01:43:50,0,0,,黑龙江,否,http://i0.hdslb.com/bfs/face/4697af99c3bbb3f536d598299c53c3c9b1d66e5d.jpg
259568753297,259604134897,68120762,Hazjp,5,保密,这个貌似在结账时候还得加上消费税吧。,2025-04-16 01:45:04,0,0,,广东,否,https://i2.hdslb.com/bfs/face/13c8710a01aa8cfcb7ab4302b601eabca2c6e4b7.jpg
260484613744,259604754321,170740764,聚合五碳糖,6,保密,回复 @端木广君 :我这边土鸡蛋也是一块钱一个，白蛋倒是便宜，不过我们这边老一辈的不信邪，就是说批量产的不如土鸡蛋，不怎么吃,2025-04-16 01:56:05,0,0,ko no 五碳糖da!,云南,是,https://i0.hdslb.com/bfs/face/03e092283944eeb9db90270db8ce620762e3a031.jpg
259568753297,260487471008,1391238632,噢噢豁,4,保密,美国打工仔收入多少一个月？如果不低于3000那这个价钱就不会贵，中国月薪3000的10块钱可买不了这么些鸡蛋,2025-04-16 02:06:57,0,1,,广东,是,https://i2.hdslb.com/bfs/face/d5ddd60ed0ca9fece8930eb2222249af934ac8e3.jpg
260484613744,260487621456,1391238632,噢噢豁,4,保密,回复 @端木广君 :乡镇市场都五毛到一块，城市里超市就贵，基本一块往上，没啥奇怪的,2025-04-16 02:09:19,0,0,,广东,是,https://i2.hdslb.com/bfs/face/d5ddd60ed0ca9fece8930eb2222249af934ac8e3.jpg
259600372625,259608637169,252073888,子非我-安知我心,6,男,回复 @当时我就二了 :要不是我13.23元买了26个差点就被你骗了，上周买的2.3元一斤,2025-04-16 03:05:16,0,3,爱不适合娇惯者，爱适合战士！,山东,是,https://i1.hdslb.com/bfs/face/d07a903e65f5b9bb02fd29847a3bc4c65d41b3a1.jpg
259601288289,260491363936,3493086906813113,她的青色眼眸丶,5,男,回复 @Eularys :在美国不好受吧[拥抱],2025-04-16 03:08:45,0,0,巴卡尔导游、雾神卡门、人造神开锁、冒险团助力,安徽,是,https://i2.hdslb.com/bfs/face/72a356827244df7ba00174b23404be8c992e5585.jpg
259568753297,259609955857,15521862,神秘靠谱男,6,男,都快赶上国内物价了[笑哭],2025-04-16 03:23:11,0,0,,福建,否,http://i0.hdslb.com/bfs/face/5b3afc34e1da81496d0d5780f461935ad6044d77.jpg
259608637169,259610060513,10345275,当时我就二了,6,保密,回复 @子非我-安知我心 :你买的不是土鸡蛋吧,2025-04-16 03:26:44,0,0,,湖北,否,https://i0.hdslb.com/bfs/face/e960a402ec85d5ae47afdf3bb0fa90c6f0c8af87.jpg
259568753297,259611886721,358632858,暴富暴瘦暴富暴美,6,女,好像最高平均工资是税后3000，一美元一个的鸡蛋，真吃不起,2025-04-16 03:51:32,0,1,,河北,否,https://i0.hdslb.com/bfs/face/6636c704d884c455305a956cc3b10add411c54e4.jpg
260484613744,259612180257,358632858,暴富暴瘦暴富暴美,6,女,回复 @端木广君 :你是不是买的称不对，我们这3.68一斤，12元我买了25个杀0.48一个，当然可能个头问题，但我觉得你那2.5元不至于啊,2025-04-16 03:54:13,0,0,,河北,否,https://i0.hdslb.com/bfs/face/6636c704d884c455305a956cc3b10add411c54e4.jpg
259568753297,260495637424,428364929,端木广君,6,男,差不多，我这边是两块五左右买了六个，四毛多一点,2025-04-16 04:06:50,0,1,,安徽,是,https://i2.hdslb.com/bfs/face/9c22e51b91bc81a67e8d42cf87ba1cd1a567e94b.jpg
