video_id,comment_type,parent_id,comment_id,author,text,published_at,like_count,minute,sentiment_label,sentiment_score
EaGNjgTt3co,comment,,UgyYvxx1vTPHQI-7InN4AaABAg,@gumsanyun8820,한국은 거짓 조작에 뒤덮였습니다. <br>하늘도 울겠다.,2024-11-09 04:14:24+00:00,1,2024-11-09 04:14:00+00:00,슬픔(우울한),-0.8222477412666195
EaGNjgTt3co,comment,,Ugyv66Nsze4nwgRYuUZ4AaABAg,@Cheol-Ngyeong-KIM,💭 LOTTO PLANET,2024-11-09 02:23:32+00:00,0,2024-11-09 02:23:00+00:00,일상적인,0.21936332620680338
EaGNjgTt3co,comment,,Ugz5bHWsmdp4HaHk9694AaABAg,@Cheol-Ngyeong-KIM,"💭 PERSON, PEOPLE, EARTH, UNIVERSE",2024-11-09 02:22:18+00:00,0,2024-11-09 02:22:00+00:00,일상적인,-0.008468395168893039
EaGNjgTt3co,comment,,UgzKM0KUj1gQXIfEkUV4AaABAg,@Cheol-Ngyeong-KIM,"💭 🇰🇷 20<br><br>💭 🇺🇸 45, 46, 47, 48",2024-11-09 02:19:45+00:00,0,2024-11-09 02:19:00+00:00,일상적인,-0.00573879128787667
EaGNjgTt3co,comment,,UgzJV-26_hdTj0dMiyB4AaABAg,@이하얀-s3m,우리나린 선거도부정 가짜들이 넘 설친다 공산딩장악,2024-11-09 02:07:17+00:00,1,2024-11-09 02:07:00+00:00,짜증남,-0.9465719343803357
EaGNjgTt3co,comment,,Ugxk5aOvmFuLZluVNE54AaABAg,@시골촌놈임,국내 언론사들 앵무새마냥 cnn같은데서 그대로 긁어서 복붙하는수준 ㅋㅋㅋㅋ 자체적으로 조사할생각은 하는지?,2024-11-09 01:46:13+00:00,0,2024-11-09 01:46:00+00:00,짜증남,-0.9068432027532253
EaGNjgTt3co,comment,,UgzU660-ZwarM_2R35R4AaABAg,@창규-e2g,기자들 수백명씩보유한 메이저 언론사들 머하는 거냐?. 방구석 촌부보다도. 예측을못하니.... 에휴.,2024-11-09 01:01:02+00:00,0,2024-11-09 01:01:00+00:00,짜증남,-0.8919964100932702
EaGNjgTt3co,comment,,Ugz23Jv_BgF_Tq3r5z54AaABAg,@희동동-y7n,"제목 봐라ㅋㅋㅋ 한국 언론들 아직도 정신 승리 오지네 애초에 압도적이었는데 미국에서 인기 있는 FOX 뉴스 인용보도안하고 CNN, 뉴욕타임즈 이런데만 인용보도하니 해리스가 우세하다고 하지 언제 정신 차릴래?",2024-11-09 00:59:32+00:00,0,2024-11-09 00:59:00+00:00,짜증남,-0.9251728941919282
EaGNjgTt3co,comment,,UgwT-tIeB1k39juExXJ4AaABAg,@Yy83508,극좌편향 한국 언론의 수준이 드러남,2024-11-09 00:41:29+00:00,2,2024-11-09 00:41:00+00:00,짜증남,-0.8772012922272552
EaGNjgTt3co,comment,,UgySqwDbm2U2UPo8AmN4AaABAg,@piece1166,이로써 윤숵열 지지율 하락 과<br>이죄명 당대표의 지지율 높은건<br>민주당의 개구라 편향보도로 밝혀짐,2024-11-08 22:51:32+00:00,1,2024-11-08 22:51:00+00:00,짜증남,-0.8866931197815575
EaGNjgTt3co,comment,,UgwJqJGbRN4oCn7yRKp4AaABAg,@황석공-c7o,주가조작때문에 진실을 알리지 않은 것이다.<br><br>로스차일드 가문이 그렇게 돈 벌었다.,2024-11-08 22:13:54+00:00,0,2024-11-08 22:13:00+00:00,짜증남,-0.6060584658989683
EaGNjgTt3co,comment,,Ugzhebb6P3SzfEeWjOh4AaABAg,@등대지기-r1t,한국주류언론의 거짓정보.트럼프를 악마화.범죄자쥐급. 선동질에 혈안이 되었던 언론들.이쯤되면 사과문을 올려야 되는데 언론들은 철면피로 일관하고있다.,2024-11-08 21:30:07+00:00,1,2024-11-08 21:30:00+00:00,짜증남,-0.9221635887748563
EaGNjgTt3co,comment,,Ugyxr8EtPmpv67rqfHd4AaABAg,@chp5053,미국의 주요 ai 당선예측시스템도 모두 실패로 돌아갈정도로 의외의 결과<br>하지만 역시 선거는 인간이 하는것. 자 돌아보자<br>백인 트럼프와 흑인계 여성 해리스? 여성이 뽑힌적도 없는 유명인 딸도 아닌 흑인 행정인 출신?<br>트럼프 다음의 바이든의 성적표는 미국인들 맘에 들었나? 미국 국민들이 트럼프때보다 경제상태가 더 안좋다는 대답이 대다수임<br>그동안 미국 선거의 주요쟁점을 누가 들고 나왔는가?<br>이게 가장 중요하고 역전의 결정적인 역할이라고 봄. 마지막까지 투표장에 가게만든 거지. 그가 하겠다는 말.<br>즉 트럼프는 자신이 할 말은 아주아주 구체적으로 한 반면에 해리스는 반론은 제기할지언정 본인이 뭘 어떻게 하겠다는게 보이자 않아<br>그냥 뭐 뜬구름 표현 민주주의 어떻고 대의를 위해서 싸우고 미국 국민은 위대하며 어쩌고 저쩌고... 그래서 뭐?? 좋은얘기는 다 같아붙일셈이야?<br>차라리 트럼프처럼 멕시코 국경에 담벼락 설치하겠다!!! 우크라전쟁 바로 끝내겠다!!! 이렇게 아주아주 구체적이고 명확하잖아??,2024-11-08 18:37:26+00:00,0,2024-11-08 18:37:00+00:00,슬픔(우울한),-0.8041959527763538
EaGNjgTt3co,comment,,UgztDIBozfccFXFD2Ml4AaABAg,@친밀한적,초박빙이라고 니들이 맨날 떠들었잖아ㅋㅋㅋㅋ 시방1새야 ㅋㅋㅋㅋㅋ,2024-11-08 14:48:07+00:00,0,2024-11-08 14:48:00+00:00,짜증남,-0.9549869910348207
EaGNjgTt3co,comment,,UgzI2CzuNQbb21lb5C94AaABAg,@sonialim2419,확실한 뉴스 진실한뉴스 정확한뉴스 그립습니다,2024-11-08 14:08:34+00:00,0,2024-11-08 14:08:00+00:00,짜증남,-0.8379082667292097
EaGNjgTt3co,comment,,UgzTVWQ-UZPoYrflTst4AaABAg,@이재석-p4r1o,미국의 좌편향의 질림이 만든 결과.,2024-11-08 13:57:17+00:00,0,2024-11-08 13:57:00+00:00,슬픔(우울한),-0.7227257231483236
EaGNjgTt3co,comment,,UgwaMKVL5Rsk3RMAtLp4AaABAg,@haedalbi-art,유튜브보다 못하다  시청료내놔,2024-11-08 13:27:12+00:00,0,2024-11-08 13:27:00+00:00,짜증남,-0.9257864985906054
EaGNjgTt3co,comment,,UgxvCoLoIser8vdWN-R4AaABAg,@haedalbi-art,정보가 없는것도 아닌데 뭐가 두려워 거짓보도를 하는지 뉴스보면 도무지 이해가 가질 않는다,2024-11-08 13:22:28+00:00,0,2024-11-08 13:22:00+00:00,짜증남,-0.921154218004085
EaGNjgTt3co,comment,,Ugy573TlQ0pld665pLF4AaABAg,@라그랑지-i2v,"SBS, MBC, JTBC 셋 다 민주당 텃밭이니 해리스가 된다는 식으로 언플했겠지",2024-11-08 12:46:08+00:00,0,2024-11-08 12:46:00+00:00,짜증남,-0.9093141043907963
EaGNjgTt3co,comment,,UgwN1ptF71i9hEAPjFp4AaABAg,@bml226,자기들이 희망하는사람을 압도적인것처럼  거짓 보도함으로써 표뺏어올려는 수작인거지 희망없는사람한테 줄빠에 다른사람주게끔 심리조작,2024-11-08 11:24:24+00:00,0,2024-11-08 11:24:00+00:00,짜증남,-0.9178930857335217
EaGNjgTt3co,comment,,UgyREKzTWge_ZY1Td_p4AaABAg,@nu6665,트럼프 저딴게 뽑힌 현실이 ㅈ같다는 평이 많을줄 알았는데 댓글보니 ㄹㅈㄷ네 정작 미국인들은 트럼프새끼 뽑혀서 난린데 ㄷㄷ,2024-11-08 10:22:00+00:00,0,2024-11-08 10:22:00+00:00,짜증남,-0.9031890265003312
EaGNjgTt3co,comment,,Ugxl_Ja3MYmx9_adCAh4AaABAg,@갤럭시플립,워낙에 차이가 많이 나니까 부정선거도 안통하네,2024-11-08 08:17:26+00:00,3,2024-11-08 08:17:00+00:00,슬픔(우울한),-0.8173390139010736
EaGNjgTt3co,comment,,UgxK6Jn37t1-8n0nXXF4AaABAg,@김무희-f7s,국내 언론사는 국민들을 속인것인가? 아니면 객관적인 사실파악도 못할정도로 능력 부족인가?<br>어떤사유든 언론의 존재이유가 의문이다.,2024-11-08 07:06:29+00:00,2,2024-11-08 07:06:00+00:00,슬픔(우울한),-0.8501386519579683
EaGNjgTt3co,comment,,UgwssNXPb2UHND5vkr14AaABAg,@baekin5893,맨날 편향 외국 언론사 꺼 대충 퍼와서 복붙이나 해대니까 이런 결과가 나오지. 다 월급 루팡 ㄱㄹㄱ 시키들,2024-11-08 05:52:31+00:00,2,2024-11-08 05:52:00+00:00,짜증남,-0.9333614707808011
EaGNjgTt3co,comment,,UgzL7imL1_fkBXj6WeV4AaABAg,@Ckjto,ㅋㅋ,2024-11-08 05:38:30+00:00,1,2024-11-08 05:38:00+00:00,즐거운(신나는),0.5558474381454289
EaGNjgTt3co,comment,,Ugx-wXs9xkLSlF_YP-14AaABAg,@쭈인님,한국언론 직무유기와 사기로 구속해야.,2024-11-08 05:17:31+00:00,4,2024-11-08 05:17:00+00:00,짜증남,-0.9790864715876523
EaGNjgTt3co,comment,,UgzCeuwLH8OFR7Kbeyh4AaABAg,@렘렘-v6y,아~ 이거의 시초가 아이폰 처음 탄생했을 때 였을꺼야.<br>삼성과 국내통신쉐엑들과 한마음으로 니들도 같이 당시 새로운 문명을 원천차단하느라 바뻤지.<br>ㅋㅋㅋㅋ,2024-11-08 04:57:38+00:00,0,2024-11-08 04:57:00+00:00,짜증남,-0.7235336198704317
EaGNjgTt3co,comment,,UgyL3scq3BWPhU6Q-1Z4AaABAg,@나이스가이-c4t,다음대통령은 홍준표가 하겠구나,2024-11-08 04:23:08+00:00,0,2024-11-08 04:23:00+00:00,즐거운(신나는),0.6178473764564842
EaGNjgTt3co,comment,,Ugwb5dXycGvnjHgz0Q14AaABAg,@OHTAEKEUN,연합  와이티엔 케비에스 쓰레기 언론,2024-11-08 04:18:58+00:00,0,2024-11-08 04:18:00+00:00,짜증남,-0.949455420859158
EaGNjgTt3co,comment,,UgwwGgnT_1oq37dkhqJ4AaABAg,@컨트-h2l,"이런게 진짜 가짜뉴스다. 뉴스가 얼마나 가짜뉴스를 내보는지 증명하고 있다. 그 피해 또한 책임안지고 있으니, 이게 무슨 공영방송이냐 MBC, 공영방송 아닌 jtbc도 사실적인 것들은 왜곡하면 안된다. 여기가 북한이냐. 니덜이 부르짖는 민주주의냐",2024-11-08 03:59:08+00:00,5,2024-11-08 03:59:00+00:00,짜증남,-0.9001330730447079
EaGNjgTt3co,comment,,UgztBAPapUZVocGFf-F4AaABAg,@컨트-h2l,"이래서 뉴스서 떠드는 정치적뉴스가 지덜끼리 짝짝꿍 하는 국민 귀닫는 편파방송 하는거다. 그래놓고, 세금지원받는 공영방송이란다. 공영 뜻을 아는건지 ...참 낮짝이 너무 두껍다. 사패냐. ㅋ",2024-11-08 03:48:23+00:00,1,2024-11-08 03:48:00+00:00,짜증남,-0.9149012667592615
EaGNjgTt3co,comment,,Ugy81j9ryP-RGZVXqM94AaABAg,@yoojustice,바이든이 다 망쳐놨는데 상식적으로 해리스를 뽑겠냐고  트럼프를 더 그리워 했을듯,2024-11-08 01:36:07+00:00,2,2024-11-08 01:36:00+00:00,슬픔(우울한),-0.8313508405233733
EaGNjgTt3co,comment,,Ugxag3GPHO2gX61SfBd4AaABAg,@js.mp3,그냥 정상인이면 해리스가 박빙이었다 생각할 수가 없음,2024-11-08 01:16:00+00:00,0,2024-11-08 01:16:00+00:00,짜증남,-0.789818314218428
EaGNjgTt3co,comment,,UgwL5GTAVzpzlhi4W6l4AaABAg,@parankim4920,미국의 좌편향 언론들이 자기 희망사항을 기사화한 기사를 한국언론들은 배껴쓰기만 했으니...해리스는 무능하다고 한국언론에서 보도한데가 있어? 하나도 없잖아,2024-11-08 01:10:40+00:00,2,2024-11-08 01:10:00+00:00,짜증남,-0.9042227937956341
EaGNjgTt3co,comment,,UgwSJLbJ_HI5eOLyrZF4AaABAg,@이규식-e6m,적그리스도 트럼프가 나왓다<br>지금은 7년대환란중 후반 3년반의 시간이다<br>적그리스도는 전쟁을 멈추고 평화가 오게할 것이다<br>곤 유대인들의 제3성전을 지을거다<br>푸틴은 사망예언<br>그리고 3년후 러시아가 3차대전....,2024-11-08 00:39:02+00:00,1,2024-11-08 00:39:00+00:00,일상적인,-0.14539827746339143
EaGNjgTt3co,comment,,Ugw8RHgiIx4Gt4ZyDqN4AaABAg,@seokkwanyun8902,바이든할부지 잠만잤잔아,2024-11-08 00:22:14+00:00,0,2024-11-08 00:22:00+00:00,짜증남,-0.826353215740528
EaGNjgTt3co,comment,,UgztXI2vdAt9gd-DWeN4AaABAg,@asleepygoose,2개지역 보고 승리선언,2024-11-08 00:09:47+00:00,0,2024-11-08 00:09:00+00:00,기쁨(행복한),0.3794317558873445
EaGNjgTt3co,comment,,Ugx260avDUEUtirAsLl4AaABAg,@tarotinthemoon,진짜진짜이런말 미안한데 일본쓰나미같은 쓰나미 다시한번와서 저 북한 러시아 미국 우크라이나 다쓸어버렷음좋겟네,2024-11-07 23:46:30+00:00,0,2024-11-07 23:46:00+00:00,짜증남,-0.943479372508591
EaGNjgTt3co,comment,,Ugx7_M2avzGdfH8RMJN4AaABAg,@dreambuilder1467,한국언론이 얼마나 쓰레기들인지 트럼프가 증명해줌,2024-11-07 23:29:32+00:00,2,2024-11-07 23:29:00+00:00,짜증남,-0.9096479573869146
EaGNjgTt3co,comment,,Ugy9PhgczqbmCXnxmxt4AaABAg,@이민혁-x4l,K언론사는 민주당이 많네,2024-11-07 23:06:31+00:00,1,2024-11-07 23:06:00+00:00,짜증남,-0.8807595850783401
EaGNjgTt3co,comment,,UgyjSJhvdZcr2uHEV1B4AaABAg,@rollcake_politicsandgame,하아...괘씸하거든요? <br>한국언론 지금까지 뭐했노?<br>뭐? 해리스가 이겨? ㅋㅋㅋㅋ,2024-11-07 22:04:31+00:00,0,2024-11-07 22:04:00+00:00,짜증남,-0.9730509026092478
EaGNjgTt3co,comment,,Ugxs5O8Mi7CUAO1OHfl4AaABAg,@큰형-n5f,한국 좌파언론은 거짓과 뇌피셜이 기본패시브임,2024-11-07 22:04:29+00:00,0,2024-11-07 22:04:00+00:00,짜증남,-0.9506816449342295
EaGNjgTt3co,comment,,Ugw56ePD2OJPVzuK5v94AaABAg,@premium77777,2찍 개돼지들 또 속았누 ㄷ,2024-11-07 21:57:58+00:00,2,2024-11-07 21:57:00+00:00,짜증남,-0.8766889371909201
EaGNjgTt3co,comment,,Ugxo3lQRXmzAwmnRVrl4AaABAg,@자갈공명-e6i,주구장창  헤리스 이긴다고 개나발 불어대더니...,2024-11-07 20:48:31+00:00,0,2024-11-07 20:48:00+00:00,짜증남,-0.9801896157499869
EaGNjgTt3co,comment,,UgxZcRRUxopHFnPe6kN4AaABAg,@자갈공명-e6i,2찍개돼지 들  어떠냐...,2024-11-07 20:47:11+00:00,2,2024-11-07 20:47:00+00:00,짜증남,-0.8967195785604418
EaGNjgTt3co,comment,,UgzzK_xo4k6SfrDLF254AaABAg,@자갈공명-e6i,한국 개언론...,2024-11-07 20:44:46+00:00,1,2024-11-07 20:44:00+00:00,짜증남,-0.921455148595851
EaGNjgTt3co,comment,,UgzP4XrSqlKmomA2_Dl4AaABAg,@golldluclyhappy4092,미국인들은 좋겠네. 트럼프는 자국의 이익이라도 우선시하지.,2024-11-07 20:39:26+00:00,0,2024-11-07 20:39:00+00:00,짜증남,-0.9372135991696269
EaGNjgTt3co,comment,,UgwEvyf23msHxDx_Xk94AaABAg,@이종석-x9u,sbs네놈들도 그래놓고 안그런척 능청떨고 있네!!,2024-11-07 20:37:52+00:00,0,2024-11-07 20:37:00+00:00,짜증남,-0.9863844956940738
EaGNjgTt3co,comment,,UgyNR-OH_5ju596D1pV4AaABAg,@디코이-r5d,초박빙이란 말은 어디사는 누규?가 한 말인가 ㅋ,2024-11-07 19:51:42+00:00,0,2024-11-07 19:51:00+00:00,짜증남,-0.666593044763431
EaGNjgTt3co,comment,,Ugw_gGYZGbvPV3-D__94AaABAg,@최성규-f9i,언론  쓰레기같네 ㄹㅇ ㅋㅋ,2024-11-07 16:49:46+00:00,0,2024-11-07 16:49:00+00:00,짜증남,-0.9055102365324275
EaGNjgTt3co,comment,,UgwCADOc8Wa5M3JGDoV4AaABAg,@그레이엄수닷컴,"그래서, sbs는 올바른 보도를 했나요?",2024-11-07 15:44:10+00:00,0,2024-11-07 15:44:00+00:00,짜증남,-0.959805806359509
EaGNjgTt3co,comment,,UgyoLubZL7rRytwM7dV4AaABAg,@뽀잉뽀잉-o4y,한국은 구닥다리시절 지네들 기준 권선징악 사상 안 갖다버리냐? 뉴스는 사실 그대로가 맞지 지들 이념 기준으로 보도하는건 뭐야 역겹네,2024-11-07 15:34:12+00:00,0,2024-11-07 15:34:00+00:00,짜증남,-0.9537114941573236
EaGNjgTt3co,comment,,Ugx62FyxIyqOXzQJYJp4AaABAg,@wonholee2023,SBS는 초박빙이라던데... SBS는 해리스가 이긴다더니...  장난질이 심하네!,2024-11-07 15:32:21+00:00,0,2024-11-07 15:32:00+00:00,짜증남,-0.9472723970480729
EaGNjgTt3co,comment,,UgxgtyHnoE31ThprNLJ4AaABAg,@xxxLuglioxxx,국내 언론 = CNN,2024-11-07 14:53:09+00:00,1,2024-11-07 14:53:00+00:00,짜증남,-0.8731365770683623
EaGNjgTt3co,comment,,UgyqntqFTkDj10dSjbd4AaABAg,@주지훈-x7k,갠적으로 이번에 소수의 엘리트들이 나라를 이끌어가는 사회구조의 단점을 명확히 보여준 사건이라 생각합니다,2024-11-07 14:51:33+00:00,1,2024-11-07 14:51:00+00:00,슬픔(우울한),-0.7845878168358468
EaGNjgTt3co,comment,,Ugw3VzJUX1XDD5pQhGJ4AaABAg,@산딸기-i4t,SBS 니들도 미국 민주당 미친듯이 지지했던것 같은데<br>태세전환 빠르네,2024-11-07 14:50:19+00:00,0,2024-11-07 14:50:00+00:00,짜증남,-0.9174905965221115
EaGNjgTt3co,comment,,UgwhRThHEwO_wywqeBp4AaABAg,@hyoniqq8874,이 미친,2024-11-07 14:35:30+00:00,0,2024-11-07 14:35:00+00:00,짜증남,-0.9515404474455863
EaGNjgTt3co,comment,,Ugxrz2YMMPjIPjsRULR4AaABAg,@Leesh79,좌빨넘들ㅋㅋ미국판mbc좌빨 언론사꺼만퍼와서 그대로 내보냄 ㅂㅅ들,2024-11-07 14:33:13+00:00,0,2024-11-07 14:33:00+00:00,짜증남,-0.939039992360631
EaGNjgTt3co,comment,,Ugwt0JrFvl8bgD0nqS54AaABAg,@danieloh0318,미국에서 아무도 초박빙이라고 생각하지않았어요.,2024-11-07 14:31:24+00:00,0,2024-11-07 14:31:00+00:00,일상적인,-0.11549737094901504
EaGNjgTt3co,comment,,Ugy7dYuOy8vcaMIAcKN4AaABAg,@단양광개토부동산,"단순이 트럼프의 압승을 예상 못한 죄가 아니다.  기존 언론 들의 사악함이  극명하게 드러났을 뿐인거지...트럼프의 압승을 예상 못 했을까..?,    어째서 ?  부끄러워 해야지...",2024-11-07 14:14:25+00:00,0,2024-11-07 14:14:00+00:00,슬픔(우울한),-0.8567896810651291
EaGNjgTt3co,comment,,UgwcoH-cvNfQt9V6-RZ4AaABAg,@jaden2147,한국 언론은 개판임!<br>거짓말로 국민을 속이는 사기꾼들의 집단이라고 생각함<br>거짓말이 넘쳐남,2024-11-07 14:13:30+00:00,0,2024-11-07 14:13:00+00:00,짜증남,-0.9494991289975587
EaGNjgTt3co,comment,,UgxA5ZmLWGgQVho43t54AaABAg,@마고메드안칼라에프,일단 전쟁부터 어뜨케하고 미국 경제가 안정되는게 우선이라 봅니다.. 트럼프 대통령 완전 찬성.,2024-11-07 14:11:07+00:00,0,2024-11-07 14:11:00+00:00,설레는(기대하는),-0.021365848556160916
EaGNjgTt3co,comment,,UgybeWJrEJ6WacyieAR4AaABAg,@STUDIO-hb9ic,이춘근박사 한명 방송 만도 못한 우리나라 방송 언론. 진영에 따라 맘대로 하는 방송이 &#39;언론의 자유&#39; 인가보다😮,2024-11-07 14:05:09+00:00,0,2024-11-07 14:05:00+00:00,짜증남,-0.9021930656512267
EaGNjgTt3co,comment,,UgysV4EmUiuEVVQnHz54AaABAg,@i-smr8468,"미국도. 언론사와 여론조사의 편향성이 썩을대로, 썩었구나,믿지말자.우리나라 언론과 여론조작 선동",2024-11-07 13:33:50+00:00,0,2024-11-07 13:33:00+00:00,짜증남,-0.91041984151816
